Generation, Best Fitness, Average Fitness
1, -138.97977, -632.16760
2, -138.97977, -458.05295
3, -138.97977, -430.46944
4, -138.97977, -493.99961
5, -130.63437, -405.43544
6, -129.35018, -427.89230
7, -116.69083, -391.88477
8, -116.69083, -382.67929
9, -110.73906, -389.86290
10, -110.73906, -397.48043
11, -110.73906, -387.13016
12, -110.73906, -385.69995
13, -110.73906, -354.64384
14, -110.47511, -373.17297
15, -110.47511, -353.72471
16, -107.12498, -370.47735
17, -88.83018, -426.90459
18, -88.83018, -376.00853
19, -87.27618, -397.62042
20, -87.27618, -370.25016
21, -87.27618, -408.99330
22, -87.27618, -431.50101
23, -87.27560, -426.61106
24, -81.40867, -406.77355
25, -81.40867, -410.51552
26, -81.40867, -416.43905
27, -81.40867, -417.12960
28, -80.71158, -407.22551
29, -80.71158, -386.72422
30, -80.71158, -379.98427
31, -80.71158, -368.90840
32, -80.71158, -361.06664
33, -78.70000, -397.08884
34, -77.64691, -346.64827
35, -77.64691, -411.61603
36, -77.64691, -407.56849
37, -77.64691, -402.85600
38, -77.64691, -399.97879
39, -77.64691, -374.46568
40, -76.74738, -371.69877
41, -76.74738, -385.37340
42, -76.74738, -364.54774
43, -76.74514, -313.89301
44, -75.99910, -412.76646
45, -74.35904, -320.50435
46, -74.35904, -292.79110
47, -74.35904, -321.80595
48, -74.29106, -306.34987
49, -74.29106, -229.93814
50, -74.29106, -256.04927
51, -72.34248, -238.74957
52, -72.34248, -184.53086
53, -72.34248, -205.97558
54, -72.34248, -202.80587
55, -72.34248, -178.67992
56, -72.34248, -199.40373
57, -72.34248, -350.24705
58, -72.34248, -356.94102
59, -72.34248, -161.91089
60, -72.34248, -138.21559
61, -72.34248, -140.62298
62, -72.34248, -148.91824
63, -72.34248, -245.02568
64, -72.34248, -366.88527
65, -72.34248, -109.49785
66, -71.55237, -116.39127
67, -71.46055, -133.10251
68, -71.23165, -129.96644
69, -71.23165, -104.63281
70, -70.85250, -100.13139
71, -69.72064, -236.97653
72, -69.72064, -95.79111
73, -58.86842, -96.68033
74, -57.30947, -87.77464
75, -57.30947, -89.96882
76, -57.30947, -109.93585
77, -57.30947, -89.44650
78, -57.30947, -92.50441
79, -57.30947, -106.60501
