Generation, Best Fitness, Average Fitness
1, -4451.82198, -15006.72331
2, -3454.70000, -14114.35168
3, -50.39981, -27751.60110
4, -0.00000, -10216.64754
5, -0.00000, -10878.42076
6, -0.00000, -30099.29839
7, -0.00000, -8266.26294
8, -0.00000, -5656.83383
9, -0.00000, -5166.71857
10, -0.00000, -6306.57191
11, -0.00000, -3690.22558
12, -0.00000, -3825.43482
13, -0.00000, -3266.49171
14, -0.00000, -3718.72221
15, -0.00000, -3172.75716
16, -0.00000, -2943.86677
17, -0.00000, -3064.75357
18, -0.00000, -2916.24476
19, -0.00000, -2708.97656
20, -0.00000, -3234.50948
21, -0.00000, -3266.68248
22, -0.00000, -2690.40135
23, -0.00000, -2957.19320
24, -0.00000, -3542.22016
25, -0.00000, -3464.00183
26, -0.00000, -3235.94595
27, -0.00000, -2763.09673
28, -0.00000, -2791.60948
29, -0.00000, -2664.20010
30, -0.00000, -2662.84881
31, -0.00000, -2788.23483
32, -0.00000, -2755.63130
33, -0.00000, -2827.94396
34, -0.00000, -3074.17237
35, -0.00000, -3150.11455
36, -0.00000, -2961.94487
37, -0.00000, -2723.83082
38, -0.00000, -2721.84234
39, -0.00000, -2773.88251
40, -0.00000, -3252.09250
41, -0.00000, -2854.15297
42, -0.00000, -3002.52301
43, -0.00000, -3071.70682
44, -0.00000, -2860.06978
45, -0.00000, -2871.35638
46, -0.00000, -2919.41861
47, -0.00000, -3199.69523
48, -0.00000, -3361.24165
49, -0.00000, -2874.25597
50, -0.00000, -2671.19603
51, -0.00000, -2835.88932
52, -0.00000, -2900.67873
53, -0.00000, -3322.17605
54, -0.00000, -3179.81084
55, -0.00000, -3038.16412
56, -0.00000, -3454.20994
57, -0.00000, -2888.51710
58, -0.00000, -3059.93393
59, -0.00000, -3108.61765
60, -0.00000, -3381.88386
61, -0.00000, -3019.17692
62, -0.00000, -3154.03858
63, -0.00000, -3048.53191
64, -0.00000, -3424.36849
65, -0.00000, -3739.06977
66, -0.00000, -2958.57731
67, -0.00000, -3607.00813
68, -0.00000, -3307.58902
69, -0.00000, -2864.79684
70, -0.00000, -2833.72607
71, -0.00000, -2797.57167
72, -0.00000, -3156.20299
73, -0.00000, -2879.37103
74, -0.00000, -2740.02430
75, -0.00000, -3066.57764
76, -0.00000, -3132.17438
77, -0.00000, -3468.09264
78, -0.00000, -3171.84648
79, -0.00000, -2708.56177
