Generation, Best Fitness, Average Fitness
1, -365.38710, -709.43949
2, -365.38710, -720.24748
3, -365.36827, -1015.64726
4, -364.53933, -8471.60087
5, -364.53933, -10939.26930
6, -364.53933, -2385.37517
7, -364.53933, -1213.53278
8, -360.63650, -735.10783
9, -359.05570, -2108.24458
10, -354.44270, -934.20203
11, -301.00158, -974.98630
12, -301.00158, -1068.45004
13, -301.00158, -972.94152
14, -284.29966, -902.11889
15, -284.29966, -408.03550
16, -284.29966, -511.66622
17, -284.29966, -832.90623
18, -284.29966, -1590.53510
19, -284.29966, -595.54937
20, -283.93554, -1543.43890
21, -275.05502, -1713.17216
22, -275.05502, -451.64781
23, -265.65059, -655.03273
24, -265.65059, -465.87859
25, -265.65059, -331.53062
26, -265.65059, -370.96315
27, -265.65059, -345.75695
28, -265.65059, -336.50294
29, -265.65059, -354.61697
30, -264.32738, -397.67168
31, -264.22030, -300.49021
32, -251.24187, -336.83594
33, -251.23668, -515.83863
34, -251.21878, -535.47638
35, -245.28169, -293.28130
36, -245.28169, -302.47809
37, -245.28169, -281.15494
38, -245.28169, -308.36045
39, -245.17235, -303.93908
40, -245.17235, -294.72859
41, -245.17235, -285.40174
42, -245.17235, -303.95785
43, -245.10630, -285.39971
44, -240.36361, -272.59292
45, -240.35372, -386.88990
46, -240.26036, -282.70458
47, -240.25494, -258.80838
48, -240.21890, -260.54162
49, -237.99609, -338.48922
50, -237.99609, -325.25753
51, -237.99609, -262.72817
52, -237.70411, -279.85072
53, -237.70411, -265.06778
54, -236.93751, -263.92397
55, -236.93751, -280.23033
56, -235.69991, -259.79920
57, -235.69991, -258.81754
58, -235.63419, -263.95284
59, -215.46219, -270.69570
60, -215.46219, -246.94174
61, -215.46219, -248.26932
62, -215.46219, -246.28666
63, -211.42761, -271.08487
64, -209.96643, -253.26665
65, -208.47111, -261.54404
66, -208.46567, -256.20310
67, -202.53144, -256.40325
68, -196.79368, -242.84499
69, -195.40709, -264.96773
70, -195.40709, -340.17831
71, -195.40709, -228.29417
72, -193.48347, -350.13054
73, -193.48347, -327.95039
74, -191.82720, -234.34774
75, -190.62669, -265.32551
76, -188.99727, -225.72073
77, -188.99727, -269.05629
78, -188.99727, -245.55010
79, -188.99727, -263.35050
