Generation, Best Fitness, Average Fitness
1, -100.54346, -210.19759
2, -100.54346, -234.75312
3, -66.55148, -156.20450
4, -64.95931, -149.57688
5, -64.95931, -146.31420
6, -46.23578, -155.48021
7, -46.23578, -160.05510
8, -46.23578, -144.73876
9, -46.23578, -140.21271
10, -46.23578, -136.73518
11, -46.23578, -130.68809
12, -46.23578, -175.41807
13, -46.23578, -134.59313
14, -46.23578, -154.01090
15, -46.23578, -120.50769
16, -46.23578, -139.58559
17, -46.23578, -120.78350
18, -46.23578, -117.81123
19, -40.45997, -110.80031
20, -40.45997, -107.61170
21, -40.45997, -108.81203
22, -32.71333, -124.71488
23, -32.71333, -105.72444
24, -32.71333, -94.19765
25, -32.71333, -92.62308
26, -32.71333, -83.98326
27, -32.71333, -79.32541
28, -32.71333, -75.43634
29, -32.71333, -76.68979
30, -32.71333, -74.86655
31, -32.71333, -74.36435
32, -32.71333, -75.17608
33, -32.71333, -70.65389
34, -32.71333, -69.76753
35, -32.71333, -67.60326
36, -32.71333, -60.36945
37, -32.71333, -54.83721
38, -32.71333, -48.66403
39, -32.71333, -46.67366
40, -32.71333, -47.13330
41, -32.71333, -44.19856
42, -32.71333, -46.94530
43, -32.71333, -44.77210
44, -32.71333, -51.19845
45, -29.43520, -49.23814
46, -28.36258, -45.64479
47, -27.73238, -47.56591
48, -27.73232, -51.57656
49, -27.73084, -54.88145
50, -23.20314, -48.28506
51, -23.20314, -43.78216
52, -23.20314, -36.32044
53, -23.20314, -36.12830
54, -23.20314, -35.50918
55, -23.20314, -35.47250
56, -23.20314, -32.97147
57, -23.20314, -33.78019
58, -23.20314, -32.96241
59, -23.20314, -34.38009
60, -23.20314, -31.92491
61, -23.20314, -32.40719
62, -23.20314, -31.27758
63, -23.20314, -32.24096
64, -23.20314, -32.04506
65, -23.20314, -30.25542
66, -23.20314, -32.09752
67, -23.20314, -30.29124
68, -23.20314, -46.03469
69, -23.20314, -29.61374
70, -23.20314, -29.52098
71, -23.20314, -29.68930
72, -23.20314, -30.42554
73, -23.20314, -30.62859
74, -23.06788, -29.44039
75, -20.46487, -29.95531
76, -20.46487, -29.51294
77, -20.46487, -28.35490
78, -20.46487, -27.67483
79, -20.46487, -27.32439
