Generation, Best Fitness, Average Fitness
1, -150501.66000, -319419.63716
2, -629.15256, -742218.54234
3, -629.15256, -963783.10177
4, -0.00000, -926113.86886
5, -0.00000, -1390180.92750
6, -0.00000, -686114.78404
7, -0.00000, -1020125.28520
8, -0.00000, -765368.67365
9, -0.00000, -314901.37282
10, -0.00000, -624841.61339
11, -0.00000, -199230.14508
12, -0.00000, -96008.94958
13, -0.00000, -170538.45285
14, -0.00000, -273758.30701
15, -0.00000, -197957.68025
16, -0.00000, -93945.63710
17, -0.00000, -91306.31843
18, -0.00000, -309016.43379
19, -0.00000, -97464.70585
20, -0.00000, -244314.95381
21, -0.00000, -90418.20115
22, -0.00000, -92432.77416
23, -0.00000, -93328.94451
24, -0.00000, -88090.19650
25, -0.00000, -86296.93692
26, -0.00000, -89220.42001
27, -0.00000, -87124.02726
28, -0.00000, -85364.46045
29, -0.00000, -236753.73686
30, -0.00000, -239887.03480
31, -0.00000, -244762.32097
32, -0.00000, -91358.26386
33, -0.00000, -92283.10576
34, -0.00000, -88458.01536
35, -0.00000, -190069.65513
36, -0.00000, -238608.40686
37, -0.00000, -89382.37782
38, -0.00000, -92436.74240
39, -0.00000, -95494.57040
40, -0.00000, -194391.08970
41, -0.00000, -92728.80304
42, -0.00000, -90806.20613
43, -0.00000, -88492.60867
44, -0.00000, -88146.89246
45, -0.00000, -191599.95836
46, -0.00000, -237969.10668
47, -0.00000, -193062.15365
48, -0.00000, -341898.75733
49, -0.00000, -83391.48000
50, -0.00000, -84110.40132
51, -0.00000, -82242.50633
52, -0.00000, -89331.61028
53, -0.00000, -90230.04720
54, -0.00000, -88588.61340
55, -0.00000, -233330.88008
56, -0.00000, -89705.91336
57, -0.00000, -189909.45246
58, -0.00000, -182890.00439
59, -0.00000, -86307.41860
60, -0.00000, -91772.38298
61, -0.00000, -241205.92785
62, -0.00000, -238950.00920
63, -0.00000, -86641.95659
64, -0.00000, -190621.61668
65, -0.00000, -194984.53241
66, -0.00000, -95643.06905
67, -0.00000, -327019.94010
68, -0.00000, -99874.93001
69, -0.00000, -91036.16686
70, -0.00000, -193199.33113
71, -0.00000, -91911.15916
72, -0.00000, -191173.16445
73, -0.00000, -88272.99485
74, -0.00000, -86006.74578
75, -0.00000, -239596.07473
76, -0.00000, -182749.44503
77, -0.00000, -86573.93244
78, -0.00000, -93752.27778
79, -0.00000, -192657.94670
