Generation, Best Fitness, Average Fitness
1, -24.84501, -215.76249
2, -24.84501, -187.87701
3, -24.84501, -158.46795
4, -24.84501, -128.46883
5, -24.84501, -93.77897
6, -24.84501, -65.69802
7, -24.84501, -52.15391
8, -24.84501, -56.06290
9, -24.84501, -57.49374
10, -24.84501, -62.46027
11, -24.84501, -67.23494
12, -24.84501, -67.81519
13, -24.84501, -68.80648
14, -24.84501, -70.99883
15, -24.84501, -71.61247
16, -24.84501, -70.45610
17, -22.72049, -77.38732
18, -22.72049, -83.72430
19, -22.72049, -88.99425
20, -22.72049, -95.99768
21, -22.72049, -99.37942
22, -22.72049, -108.34706
23, -21.52141, -116.51468
24, -21.52141, -108.55665
25, -21.52141, -113.33408
26, -21.52141, -127.27286
27, -21.52141, -124.09995
28, -21.52141, -124.74380
29, -21.43074, -127.49304
30, -21.43074, -125.68900
31, -17.36952, -123.97681
32, -17.36952, -125.28109
33, -16.92814, -116.09015
34, -16.92814, -117.47966
35, -16.92814, -130.21807
36, -16.92814, -113.02876
37, -16.92814, -111.82555
38, -16.92814, -112.03392
39, -16.92814, -108.40994
40, -16.20548, -110.84806
41, -15.84869, -125.90255
42, -15.84869, -113.56562
43, -15.84869, -116.77780
44, -12.23355, -125.11040
45, -12.02286, -125.85210
46, -12.02286, -126.37293
47, -11.01448, -129.53795
48, -10.51156, -136.55131
49, -10.51156, -128.30094
50, -10.51156, -133.89716
51, -10.51156, -132.70516
52, -7.39368, -133.85191
53, -7.39368, -130.70217
54, -7.39368, -134.90712
55, -7.39368, -131.09531
56, -7.39368, -160.82838
57, -7.39368, -137.63385
58, -7.39368, -140.68238
59, -7.39368, -136.53552
60, -6.13050, -138.08810
61, -6.13050, -131.74630
62, -6.13050, -141.74389
63, -6.13050, -138.53455
64, -6.13050, -146.83707
65, -6.13050, -136.56262
66, -6.13050, -139.05138
67, -6.13050, -137.00152
68, -6.13050, -141.17017
69, -6.13050, -136.11423
70, -6.13050, -137.86432
71, -6.13050, -136.61864
72, -6.13050, -137.40161
73, -6.13050, -138.83728
74, -6.09786, -143.71230
75, -6.09786, -133.48607
76, -6.09786, -136.23425
77, -6.09786, -129.32211
78, -6.08409, -137.78046
79, -6.08409, -139.42829
