Generation, Best Fitness, Average Fitness
1, -66.46371, -180.59120
2, -66.46371, -144.84119
3, -38.92172, -159.59131
4, -38.92172, -121.33630
5, -38.92172, -144.66938
6, -32.56516, -119.65398
7, -32.56516, -124.69633
8, -32.56516, -124.87097
9, -30.56647, -124.63389
10, -29.39512, -118.41852
11, -29.39512, -111.82483
12, -26.46780, -108.20010
13, -23.12165, -108.12120
14, -23.12165, -106.02048
15, -20.10319, -104.02238
16, -20.10319, -101.51801
17, -11.67909, -100.80937
18, -11.67909, -96.73297
19, -11.67909, -93.45815
20, -11.67909, -91.00524
21, -11.67909, -84.78909
22, -11.67909, -76.99184
23, -11.67909, -70.31031
24, -11.67909, -73.52785
25, -10.89186, -67.91366
26, -10.07582, -63.58763
27, -9.74526, -61.59388
28, -9.46517, -53.74563
29, -9.10006, -39.80564
30, -7.64377, -30.85573
31, -7.64377, -26.41999
32, -7.64377, -24.11368
33, -6.84058, -21.63711
34, -6.84058, -20.01770
35, -5.82167, -17.06868
36, -5.82167, -16.62731
37, -5.45043, -16.99977
38, -5.45043, -16.15005
39, -5.45043, -13.48595
40, -5.40671, -12.54054
41, -5.36712, -12.19083
42, -4.48157, -12.05355
43, -4.48157, -11.75347
44, -4.48157, -10.83646
45, -4.48157, -9.63324
46, -4.48157, -8.17840
47, -4.48157, -8.61230
48, -4.44621, -11.80692
49, -4.44621, -9.21795
50, -4.44203, -8.31267
51, -4.43611, -8.81497
52, -4.27335, -10.20146
53, -4.24343, -7.43641
54, -4.24343, -8.09399
55, -4.19199, -9.12939
56, -4.18693, -9.54721
57, -4.18693, -8.10151
58, -4.05847, -8.89898
59, -4.05847, -7.89353
60, -4.05847, -7.94722
61, -4.05847, -7.95216
62, -4.05847, -7.71250
63, -4.02032, -8.44969
64, -3.83485, -6.78414
65, -3.82637, -5.93758
66, -3.82161, -6.78935
67, -3.80927, -8.43364
68, -3.80882, -6.93786
69, -3.80844, -7.52661
70, -3.80657, -7.12917
71, -3.79978, -7.49232
72, -3.79978, -7.25862
73, -3.79978, -7.44262
74, -3.74663, -8.14282
75, -3.74663, -7.12210
76, -3.74435, -6.63986
77, -3.73994, -5.99672
78, -3.73789, -6.52884
79, -3.73460, -6.03963
