Generation, Best Fitness, Average Fitness
1, -949949.35151, -1032039.89604
2, -683749.73570, -1028742.45797
3, -657710.69114, -1032679.53827
4, -394252.32751, -1154603.94154
5, -250047.08824, -99559389.53692
6, -250047.08824, -8592581.37458
7, -213268.98558, -10496168.27343
8, -213268.98558, -14304151.36045
9, -192381.58636, -13435358.60937
10, -192381.58636, -24453054.17111
11, -140588.22466, -35527930.99546
12, -140588.22466, -742703857.36327
13, -140588.22466, -344108257.06194
14, -140588.22466, -359193190.53354
15, -140588.22466, -22203428.07279
16, -140588.22466, -47766031.02400
17, -136886.67039, -320646881.24342
18, -133523.86775, -2163370853.66269
19, -131131.90367, -143542183.39013
20, -89500.74728, -40247184.38004
21, -89500.74728, -67811857.73970
22, -72246.30657, -421740990.13355
23, -72246.30657, -1427567518.27821
24, -72246.30657, -245601401.11366
25, -72246.30657, -335145603.77966
26, -72246.30657, -174827167.75044
27, -72246.30657, -467847415.70604
28, -72246.30657, -575004629.92017
29, -72246.30657, -46779801.52638
30, -72246.30657, -131357710.49828
31, -72246.30657, -220305596.45163
32, -72246.30657, -970436573.60163
33, -72246.30657, -12724944236.50315
34, -72246.30657, -2631869885.78976
35, -72246.30657, -8485655528.26071
36, -67246.30657, -8314660763.24943
37, -67246.30657, -5392514384.33403
38, -56075.19457, -244828996176.79020
39, -56075.19457, -1709695990.76070
40, -56075.19457, -927631277.48521
41, -28804.35345, -913459104723.05740
42, -28804.35345, -25033129868.99082
43, -28804.35345, -4085910399.03679
44, -28804.35345, -10217016865.26433
45, -28804.35345, -1825813172.92286
46, -28804.35345, -324667983.31973
47, -20677.11390, -4592661162.01672
48, -8606.94477, -13884404868.25817
49, -8040.17977, -6697630471.93732
50, -8040.17977, -2604376348.98165
51, -8040.17977, -88288701.17515
52, -8040.17977, -32051014.66087
53, -8040.17977, -186813057.08746
54, -7051.77849, -93099309.30876
55, -3794.31677, -91536554.03420
56, -3368.13668, -16902713.16051
57, -3368.13668, -25603086.17093
58, -3368.13668, -40893631.87313
59, -3223.36451, -59364684.35748
60, -3052.19339, -18390904.79401
61, -2956.48274, -99222399.25021
62, -2956.48274, -16588737.56879
63, -2956.48274, -10367261.33440
64, -2762.17379, -120777417.51140
65, -2762.17379, -69728505.38611
66, -2762.17379, -39190706.20640
67, -2762.17379, -34000482.28406
68, -2762.17379, -31023547.35195
69, -2762.17379, -84569105.22897
70, -2762.17379, -12886892.04479
71, -2762.17379, -13839466.63084
72, -2762.17379, -1472686038.32000
73, -2762.17379, -80884543.28213
74, -2762.17379, -6155974.96099
75, -2762.17379, -43012672.85851
76, -2762.17379, -9910746.30413
77, -2762.17379, -41110072.21674
78, -2762.17379, -50673864.30889
79, -2762.17379, -50709886.55406
