Generation, Best Fitness, Average Fitness
1, -212.45901, -1305.95889
2, -212.45901, -1234.77579
3, -212.45901, -781.01284
4, -212.45901, -1005.75992
5, -212.45901, -385.23804
6, -212.45901, -552.75241
7, -212.45901, -31071.47401
8, -212.45901, -526.29595
9, -193.98259, -9860.85983
10, -193.98259, -681.36481
11, -193.98259, -25782.20849
12, -192.07283, -47117.04288
13, -192.07283, -2256.01316
14, -191.31245, -2896.48015
15, -191.31245, -1068.12372
16, -191.31245, -4073.32750
17, -191.30728, -22031.82003
18, -190.82421, -1599.85331
19, -190.82421, -6979.31539
20, -190.82421, -1610.47627
21, -187.39657, -6667.49683
22, -187.39657, -3317.51666
23, -187.39657, -2395.57461
24, -187.39657, -7056.51832
25, -181.80610, -2520.74476
26, -181.80610, -4561.39703
27, -181.80610, -1892.49371
28, -181.80610, -2070.14936
29, -181.80610, -5177.47349
30, -180.38509, -2773.08303
31, -137.41548, -6967.98924
32, -137.41548, -1981.22196
33, -137.41548, -1270.84380
34, -137.41548, -1422.43629
35, -137.41548, -612.37562
36, -129.36891, -718.63507
37, -129.36545, -3075.80609
38, -87.33646, -1254.47110
39, -87.33065, -1328.94086
40, -74.20130, -564.36634
41, -51.64873, -388.95035
42, -48.35035, -3253.41577
43, -48.35035, -558.27234
44, -48.19847, -211.89216
45, -47.49958, -329.51668
46, -47.49958, -134.81921
47, -47.49958, -376.96633
48, -41.06962, -394.62284
49, -41.06962, -184.27797
50, -41.06962, -155.88982
51, -41.06962, -138.75693
52, -41.06962, -171.18222
53, -41.06962, -120.40647
54, -33.21733, -109.02258
55, -33.21733, -104.07682
56, -33.21733, -147.69623
57, -33.21733, -237.28804
58, -33.21733, -127.55342
59, -33.21733, -294.07883
60, -33.21733, -114.72825
61, -33.21733, -95.40500
62, -33.21733, -186.78823
63, -33.21733, -106.80491
64, -33.21733, -122.36201
65, -33.21733, -80.57483
66, -33.21733, -120.59271
67, -33.21733, -74.90398
68, -33.21733, -86.13215
69, -33.21733, -67.54393
70, -33.21733, -110.11355
71, -33.21733, -63.99226
72, -33.21733, -64.99289
73, -33.21733, -62.32944
74, -31.67202, -50.49008
75, -31.61575, -70.27074
76, -31.35452, -69.62054
77, -31.35452, -65.04235
78, -31.29007, -54.89798
79, -31.16279, -58.06296
