Generation, Best Fitness, Average Fitness
1, -108923313.28890, -155180519.02646
2, -108923313.28890, -155381418.91739
3, -108923313.28890, -156138346.28053
4, -73933079.18655, -174628685.14705
5, -73824204.85520, -2533071259.26759
6, -73824204.85520, -1440650744.22126
7, -67636620.89286, -294225001063.52014
8, -67636620.89286, -62723976610.37664
9, -50735901.76856, -55701232174.06470
10, -38817804.47597, -13896285819391600.00000
11, -38811956.12823, -821094024454.15100
12, -1111963.09614, -20122135327492.49000
13, -804020.80000, -446084888437.61035
14, -153752.36402, -39904228465562.30000
15, -153752.36402, -688128669756.61520
16, -153752.36402, -910756144701.86600
17, -153752.36402, -570782612793.22750
18, -37448.80406, -793107398599.72640
19, -37448.80406, -629572811902.52190
20, -37448.80406, -514036612733.19410
21, -37448.80406, -54853409221311.99000
22, -37448.80406, -765380149116.12160
23, -37448.80406, -661201573375.78740
24, -37448.80406, -87923617265907.42000
25, -37448.80406, -336838919195.04724
26, -22061.28520, -189463065617.27194
27, -22061.28520, -152632691789.15920
28, -22061.28520, -203483675367.35690
29, -22061.28520, -373500556676.36390
30, -22061.28520, -467825467870.20056
31, -9741.40422, -129626727887.77347
32, -9741.40422, -322676870170.45370
33, -9663.34812, -227530360217.79514
34, -9663.34812, -304527833429.36100
35, -9663.34812, -490507328008.41440
36, -9663.34812, -302866295587.55940
37, -9663.34812, -398956510437.10895
38, -9657.31399, -242907259607.30330
39, -9657.31399, -329362172390.31635
40, -9657.31399, -257433360905.16120
41, -9657.31399, -222826254497.65524
42, -9657.31399, -18303308837087.93800
43, -9653.09719, -279266728965.47754
44, -9653.09719, -409087483852.67847
45, -9653.09719, -158383107348.53897
46, -9653.09719, -351973170135.12085
47, -9653.09719, -234029328348.77078
48, -9653.09719, -121092868618714.06000
49, -9653.09719, -669335363377.91170
50, -6832.40284, -72499217037166.40000
51, -6832.40284, -119625711506755.19000
52, -6832.40284, -15519489526042660.00000
53, -6832.40284, -15546596335527298.00000
54, -6832.40284, -36077271308524.93000
55, -6832.40284, -271396999699961.94000
56, -6832.40284, -407982504209761.00000
57, -6832.40284, -15076546187930652.00000
58, -6832.40284, -15113754594718308.00000
59, -6703.18246, -14995417164195516.00000
60, -6703.18246, -30430522850023490.00000
61, -6703.18246, -15123111233370500.00000
62, -6703.18246, -79639206925307920.00000
63, -6703.18246, -26078910645778224.00000
64, -6703.18246, -27058341938940100.00000
65, -6702.71182, -134292422541353.44000
66, -6702.71182, -12473200802613056.00000
67, -6702.71182, -8372946333866411000000.00000
68, -6702.71182, -39813985174539624.00000
69, -6702.71182, -9757336156083338.00000
70, -6702.71182, -846930877274969.10000
71, -6702.71182, -98173068140421.47000
72, -6702.71182, -28046953387536220.00000
73, -6702.71182, -23217010933881200000.00000
74, -6702.71182, -23217026355073110000.00000
75, -6702.71182, -23454384594048.56000
76, -6702.71182, -162402524547535.00000
77, -6702.71182, -155531874743132.90000
78, -6702.71182, -273515479037014.30000
79, -2185.82636, -155840787906558.53000
