Generation, Best Fitness, Average Fitness
1, -58.90214, -217.92729
2, -58.90214, -218.71189
3, -58.90214, -144.30241
4, -58.90214, -192.70598
5, -58.90214, -137.89324
6, -27.22652, -151.14183
7, -27.22652, -219.89601
8, -27.22652, -115.71071
9, -27.22652, -148.77656
10, -27.22652, -110.23609
11, -23.51315, -100.82535
12, -23.51315, -92.16409
13, -23.48288, -87.73574
14, -21.03175, -87.13657
15, -21.03175, -81.06092
16, -21.03175, -78.44508
17, -21.03175, -81.81613
18, -18.74254, -82.62165
19, -18.74254, -79.22363
20, -18.74254, -78.36513
21, -18.74254, -85.96806
22, -18.74254, -71.41957
23, -16.77835, -70.87920
24, -16.77835, -67.94991
25, -16.77835, -56.58301
26, -16.77835, -52.14894
27, -16.77835, -43.42877
28, -16.77835, -38.01634
29, -16.77835, -36.83631
30, -16.77696, -33.69948
31, -16.77696, -30.31566
32, -15.71305, -30.85599
33, -10.79901, -29.94622
34, -10.79901, -29.33419
35, -9.35809, -27.59076
36, -9.35809, -23.78204
37, -9.35809, -25.44745
38, -9.35809, -23.32709
39, -9.27838, -23.57260
40, -9.06598, -19.85751
41, -8.83822, -18.97901
42, -8.79655, -21.00324
43, -6.99008, -18.49624
44, -6.99008, -18.22429
45, -6.99008, -19.52526
46, -6.29302, -19.63847
47, -6.29302, -186.02257
48, -6.29302, -21.75908
49, -6.29297, -16.88649
50, -6.29297, -18.42799
51, -6.29297, -17.02031
52, -6.28529, -14.67637
53, -6.28529, -13.82321
54, -6.28529, -15.02032
55, -6.28529, -13.94845
56, -6.28529, -13.02889
57, -5.96337, -13.35614
58, -5.96337, -11.66930
59, -5.96337, -14.90486
60, -5.96337, -12.15296
61, -5.96337, -12.16028
62, -5.96337, -40.85821
63, -5.96337, -39.27299
64, -5.96337, -13.67662
65, -5.96337, -9.91634
66, -5.96337, -43.46891
67, -5.96337, -9.85468
68, -5.96337, -10.86146
69, -5.96337, -9.87425
70, -5.61756, -9.78750
71, -5.58307, -9.62452
72, -5.40319, -9.77285
73, -5.40319, -10.15963
74, -4.86520, -9.06723
75, -3.93534, -9.47572
76, -3.93534, -12.30991
77, -3.91804, -9.54250
78, -3.74500, -8.87804
79, -3.74497, -15.23713
