Generation, Best Fitness, Average Fitness
1, -32.92293, -171.36750
2, -32.92293, -129.12112
3, -26.32527, -101.26468
4, -26.32527, -97.29575
5, -25.83312, -93.82094
6, -0.98856, -80.08468
7, -0.98856, -78.05864
8, -0.98856, -78.19842
9, -0.98856, -77.62496
10, -0.98856, -76.47151
11, -0.98856, -74.59116
12, -0.00000, -72.91611
13, -0.00000, -72.89782
14, -0.00000, -68.14509
15, -0.00000, -62.13281
16, -0.00000, -59.78050
17, -0.00000, -56.23090
18, -0.00000, -53.40302
19, -0.00000, -53.62568
20, -0.00000, -50.37810
21, -0.00000, -46.48835
22, -0.00000, -45.54432
23, -0.00000, -39.75523
24, -0.00000, -37.42081
25, -0.00000, -34.92052
26, -0.00000, -34.94727
27, -0.00000, -31.19560
28, -0.00000, -32.14346
29, -0.00000, -31.56773
30, -0.00000, -29.56525
31, -0.00000, -29.87203
32, -0.00000, -30.16312
33, -0.00000, -30.25916
34, -0.00000, -30.43127
35, -0.00000, -30.72026
36, -0.00000, -30.95808
37, -0.00000, -30.71961
38, -0.00000, -30.55640
39, -0.00000, -27.38944
40, -0.00000, -28.18747
41, -0.00000, -29.86509
42, -0.00000, -31.43218
43, -0.00000, -31.99202
44, -0.00000, -28.07668
45, -0.00000, -28.07587
46, -0.00000, -28.37333
47, -0.00000, -29.14803
48, -0.00000, -30.74764
49, -0.00000, -30.47616
50, -0.00000, -31.31595
51, -0.00000, -31.21206
52, -0.00000, -31.49648
53, -0.00000, -31.23399
54, -0.00000, -30.13585
55, -0.00000, -28.20007
56, -0.00000, -28.88178
57, -0.00000, -30.81065
58, -0.00000, -30.82724
59, -0.00000, -28.24371
60, -0.00000, -29.39832
61, -0.00000, -29.47424
62, -0.00000, -29.10713
63, -0.00000, -28.00088
64, -0.00000, -30.06329
65, -0.00000, -29.82743
66, -0.00000, -28.20719
67, -0.00000, -29.48365
68, -0.00000, -29.34857
69, -0.00000, -29.66960
70, -0.00000, -29.57776
71, -0.00000, -29.96679
72, -0.00000, -30.04775
73, -0.00000, -30.74849
74, -0.00000, -29.24236
75, -0.00000, -30.58702
76, -0.00000, -29.56670
77, -0.00000, -30.91991
78, -0.00000, -30.72441
79, -0.00000, -28.93976
