1 1 0.0 7.0 100
0.0	1.0
0.07	1.0674938475908125
0.14	1.1297591108568736
0.21	1.1864908145702477
0.28	1.2374110868748847
0.35	1.2822705203028302
0.42	1.3208493933718783
0.49	1.3529587467812796
0.56	1.3784413089342995
0.63	1.3971722662544215
0.7	1.4090598745221796
0.77	1.4140459082383
0.84	1.4121059458121674
0.91	1.4032494891787621
0.98	1.3875199172581878
1.05	1.3649942734857439
1.12	1.3357828884532172
1.19	1.3000288395096997
1.26	1.257907249968805
1.33	1.2096244313547677
1.4	1.155416872888701
1.47	1.0955500831645126
1.54	1.0303172896879451
1.61	0.9600380026484028
1.68	0.8850564499582049
1.75	0.8057398912244449
1.82	0.7224768189116223
1.89	0.6356750555057482
1.96	0.5457597560000138
2.03	0.4531713254858511
2.1	0.35836326204901614
2.17	0.26179993553619796
2.24	0.16395431307174002
2.31	0.06530564246490989
2.38	-0.03366289514563214
2.45	-0.13246655191280376
2.52	-0.23062138757580808
2.59	-0.32764663979928954
2.66	-0.42306707894700685
2.73	-0.5164153357563498
2.8	-0.607234190512753
2.87	-0.6950788125116254
2.94	-0.7795189388389137
3.01	-0.8601409817986416
3.08	-0.9365500546652326
3.15	-1.0083719058384906
3.22	-1.0752547519277522
3.29	-1.1368710007867513
3.36	-1.1929188560597896
3.43	-1.243123795380131
3.5	-1.2872399149804161
3.57	-1.3250511341291904
3.64	-1.3563722534942169
3.71	-1.381049862248711
3.78	-1.398963089477495
3.85	-1.4100241962026752
3.92	-1.4141790051291157
3.99	-1.4114071660047989
4.06	-1.401722255296352
4.13	-1.3851717096915186
4.2	-1.3618365937542876
4.27	-1.3318312028706991
4.34	-1.295302503430101
4.41	-1.2524294129838496
4.48	-1.2034219239072326
4.55	-1.148520074856923
4.62	-1.087992775061757
4.69	-1.022136487205471
4.76	-0.9512737753526264
4.83	-0.8757517250299799
4.9	-0.7959402432017567
4.97	-0.712230246465523
5.04	-0.6250317463428872
5.11	-0.534771841043279
5.18	-0.4418926235371359
5.25	-0.3468490161847513
5.32	-0.25010654252679343
5.39	-0.15213904715023419
5.46	-0.053426374797799436
5.53	0.045547979911331304
5.6	0.14429924063792798
5.67	0.24234372375697733
5.74	0.3392012074398265
5.81	0.4343972837804597
5.88	0.5274656824451853
5.95	0.6179505544644869
6.02	0.7054087049810487
6.09	0.7894117640179459
6.16	0.8695482846345668
6.23	0.9454257581935251
6.3	1.0166725368677647
6.37	1.082939653971432
6.44	1.1439025331985198
6.51	1.1992625783974549
6.58	1.2487486360948976
6.65	1.2921183236053122
6.72	1.329159216221242
6.79	1.3596898876694183
6.86	1.383560798736553
6.93	1.4006550297123317
7.0	1.4108888530620938
