Generation, Best Fitness, Average Fitness
1, -134,49723, -34605,52039
2, -134,49723, -5514,23316
3, -133,86230, -5350,72757
4, -133,86230, -1769,04239
5, -57,41990, -1984,27559
6, -57,41990, -2298,81359
7, -57,41990, -1901,05303
8, -57,41990, -4135,73762
9, -57,41990, -2251,35665
10, -52,28839, -14017,47130
11, -52,28839, -13219,70468
12, -49,26335, -3948,77985
13, -49,26335, -4097,18401
14, -40,58268, -5673,84281
15, -24,88231, -2285,40589
16, -24,88231, -2383,36317
17, -24,88231, -5018,70647
18, -24,88231, -3448,63955
19, -22,72028, -1618,93553
20, -22,72028, -4973,33798
21, -22,72028, -1811,05457
22, -22,69546, -4048,73205
23, -21,65322, -671,39889
24, -21,65322, -729,02125
25, -21,65322, -531,72174
26, -15,87037, -893,99017
27, -15,87037, -4538,39656
28, -15,87037, -7425,90583
29, -15,87037, -94,73715
30, -15,06764, -638,41244
31, -15,06764, -129,81307
32, -15,06764, -1383,51441
33, -15,06764, -2454,01565
34, -15,06764, -817,52727
35, -15,06764, -798,73316
36, -15,06764, -783,37156
37, -15,06764, -253,30111
38, -15,06764, -124,71163
39, -15,06764, -190,00205
40, -15,06764, -2168,32977
41, -11,81635, -406,15933
42, -11,81635, -73,45017
43, -11,22302, -90,01353
44, -11,22302, -504,14190
45, -11,22302, -7443,18486
46, -11,22302, -59,21244
47, -11,22302, -55,43418
48, -11,12581, -196,10115
49, -11,06470, -931,33338
50, -10,99246, -168,73806
51, -10,54263, -46,84378
52, -10,54263, -4101,53074
53, -10,38616, -114,57820
54, -10,29600, -65,08160
55, -10,29600, -138,39289
56, -10,29600, -17211,28154
57, -10,29600, -17046,36265
58, -10,07796, -96,65151
59, -10,04425, -26,90889
60, -9,46737, -29,07621
61, -9,09025, -45,73972
62, -9,07507, -61,97060
63, -8,73171, -229,55142
64, -8,73171, -136,34742
65, -8,73171, -1142,12592
66, -8,73171, -26677,42440
67, -8,73171, -26337,13847
68, -8,73171, -25701,52279
69, -8,73171, -3771,76190
70, -8,71727, -3510,99802
71, -8,67802, -3483,93824
72, -8,64830, -23,28603
73, -8,64830, -493,26672
74, -8,63893, -19,14948
75, -8,63893, -33,21714
76, -8,63893, -1816,90603
77, -8,62961, -47,46198
78, -8,62961, -27,38278
79, -8,58925, -786,74899
80, -8,58909, -696,08164
81, -8,58904, -854,01144
82, -8,48699, -166,69144
83, -8,48699, -953,35908
84, -8,48699, -24,68621
85, -8,43025, -108,88433
86, -8,43025, -66,97823
87, -8,39093, -138,00684
88, -8,39093, -24255,43836
89, -8,39093, -47,10191
90, -8,37322, -56,39750
91, -8,37322, -1940,42469
92, -8,37322, -76,35009
93, -8,37322, -73,23306
94, -8,37322, -91,47606
95, -8,37322, -4240,96003
96, -8,37322, -186,89047
97, -8,37322, -962,69774
98, -8,37322, -1709,02123
99, -8,37322, -63,55254
