Generation, Best Fitness, Average Fitness
1, -43046392,57581, -4030875335,37396
2, -34313957,48122, -607248117,58457
3, -31832908,29140, -14367520529,82686
4, -31832908,29140, -111294732538,46547
5, -30034838,80339, -15131229517,89875
6, -6653994,07584, -37687843808,31464
7, -6653994,07584, -40265113617,91262
8, -5295141,42819, -66465741523,57153
9, -5265197,52784, -564133196678,32650
10, -643550,00000, -3258803179406,74600
11, -643550,00000, -660047082606,39590
12, -396585,54936, -119005244876,93916
13, -396585,54936, -199317781527,46954
14, -396585,54936, -92277802321,82060
15, -396585,54936, -247134271299,05185
16, -396585,54936, -87238438027,58391
17, -396585,54936, -5409615844007,61900
18, -396585,54936, -27026374416,43805
19, -396585,54936, -45968297678,80146
20, -396585,54936, -22834380178,86943
21, -396585,54936, -75593013351,85391
22, -396585,54936, -80318615493,37268
23, -296554,69799, -21137505547,90230
24, -296554,69799, -24535858560,63110
25, -296554,69799, -40187331004,45611
26, -296554,69799, -41648514419,92340
27, -296554,69799, -67236561971,92030
28, -296554,69799, -50014944512,96627
29, -216247,30530, -239674157223,39290
30, -216247,30530, -104463248286,68236
31, -216247,30530, -88596457245,57120
32, -211450,12305, -386553323248,94880
33, -203762,91338, -508909329536,49910
34, -176449,64393, -350663837157,35760
35, -176449,64393, -71500350867176,48000
36, -176449,64393, -212103305735,62872
37, -176449,64393, -9904814648833,91800
38, -170573,76905, -225005654530,43340
39, -170573,76905, -79213431351,96400
40, -170573,76905, -243206651229,50186
41, -170573,76905, -8143787629,38712
42, -128539,69775, -38407232620491,26600
43, -119785,53983, -1995822559183,68730
44, -119785,53983, -11151168835,66366
45, -119785,53983, -5847888326,70791
46, -119785,53983, -296898616122098,06000
47, -119785,53983, -7750541914882,66000
48, -99611,56180, -13572631183923,37300
49, -99611,56180, -373464412238,25050
50, -88387,10354, -24110424576,55549
51, -88387,10354, -30512286065439,94000
52, -88387,10354, -2707635315233194,00000
53, -88387,10354, -2377267965558998,00000
54, -88387,10354, -10731572430,79489
55, -88387,10354, -1094677404991287,10000
56, -88387,10354, -16782315629,09132
57, -88387,10354, -205460726481112,44000
58, -88387,10354, -1446995145165,31180
59, -88387,10354, -291227035496475030000,00000
60, -88387,10354, -291227035444720570000,00000
61, -85339,89870, -291227049477982060000,00000
62, -85339,89870, -9656630105317222000,00000
63, -85339,89870, -7008523711,08388
64, -54187,11962, -9616071690949910,00000
65, -54187,11962, -48080702065004890000000000000000,00000
66, -54187,11962, -48080693723370035000000000000000,00000
67, -54187,11962, -1327835172,24189
68, -54187,11962, -46975433387294,39000
69, -53904,17436, -339776446,68340
70, -53904,17436, -2328226928,72177
71, -53904,17436, -1904596144,47276
72, -53896,60722, -817414663686505,00000
73, -53896,60722, -20289569062,50143
74, -53896,60722, -50466365476395544,00000
75, -53896,60722, -50067331453655,75000
76, -53896,60722, -3670307847351387000,00000
77, -53896,60722, -29863106624,28214
78, -53896,60722, -166130553308,05328
79, -53896,60722, -123888016603197150,00000
80, -53896,60722, -538977838588,06090
81, -53183,93668, -131315401976134180,00000
82, -53183,93668, -6257749358833068000,00000
83, -53183,93668, -6126652633737624000,00000
84, -53183,93668, -215502435136707,16000
85, -53183,93668, -3111831585,69669
86, -53183,93668, -5596127434871,09100
87, -53183,93668, -1836203995047,27150
88, -53183,93668, -1564371837596,73970
89, -53183,93668, -617253275817378,90000
90, -53183,93668, -2669648326755,91900
91, -53183,93668, -29502458899,21048
92, -53183,93668, -1937717014,69158
93, -53183,93668, -2298466911913,11000
94, -53183,93668, -64666498215367066000,00000
95, -53183,93668, -9767584174767,97000
96, -53183,93668, -1128432145,18707
97, -52318,07383, -1281913774,54340
98, -52318,07383, -539696775166390,44000
99, -52318,07383, -95246561094,42719
