Generation, Best Fitness, Average Fitness
1, -1350000,00000, -23143859453,93828
2, -1350000,00000, -33847936716,11338
3, -1350000,00000, -1430432880327,24500
4, -401314,00000, -57282402967,55039
5, -401314,00000, -96606627944,34413
6, -300008,55416, -231237311288,58980
7, -300000,00000, -8095930576423,16300
8, -300000,00000, -6615299314960,88800
9, -87132,70732, -10415651716401,91800
10, -87132,70732, -13498606438333,65200
11, -87132,70732, -4512584362016,64400
12, -87132,70732, -493599836673,51650
13, -71675,47168, -6158201537685704,00000
14, -71675,47168, -1432415755458080,20000
15, -58360,00000, -14302599397682856,00000
16, -58360,00000, -8891780604793,51400
17, -26326,26334, -5301490690651009000000,00000
18, -21706,69278, -2792389637551626000000,00000
19, -1331,59916, -2516243464863622700,00000
20, -1331,59916, -2989212051269083500000,00000
21, -1331,59916, -57174432242723430,00000
22, -1331,59916, -40111269770342860,00000
23, -1331,59916, -3287505844854462600000,00000
24, -1331,59916, -210436375944852300,00000
25, -1331,59916, -2526988659793122000,00000
26, -1331,59916, -2526600961163952600,00000
27, -1331,59916, -2720112239705416300000000000,00000
28, -99,96930, -7505462609892674000,00000
29, -83,43373, -5067055578316211000,00000
30, -83,43373, -2701728029486453000000000000,00000
31, -1,00000, -3017221141256994000000000,00000
32, -1,00000, -5999564841873709000000000000000000,00000
33, -1,00000, -5447838963964297000000000000,00000
34, -0,00000, -2122012299755279000000000,00000
