Generation, Best Fitness, Average Fitness
1, -128,39832, -586,74923
2, -125,01632, -331,73341
3, -116,27831, -1585,02970
4, -116,27831, -368,55421
5, -112,31634, -326,38636
6, -112,31634, -20165,11689
7, -108,53057, -3648,19004
8, -108,53057, -453,83451
9, -104,90486, -9261,51215
10, -104,90486, -5129,28542
11, -101,97804, -24925,01266
12, -101,97804, -24744,88413
13, -101,89693, -3627,66672
14, -100,83572, -532,50418
15, -100,83572, -742,91587
16, -91,77228, -507,29995
17, -91,77228, -4273,16602
18, -91,77228, -1325,46727
19, -91,77228, -760,17171
20, -86,76120, -1222,90861
21, -86,76120, -1582,49371
22, -86,76120, -5227,62301
23, -86,76120, -1000,65585
24, -86,76120, -4233,24613
25, -86,26553, -1527,46780
26, -86,26553, -542,09902
27, -86,26553, -519,85204
28, -86,26553, -29601,48966
29, -86,23154, -1269,35771
30, -86,02674, -17064,05018
31, -78,72018, -665574,88276
32, -78,72018, -607336,16251
33, -78,72018, -1289121,61724
34, -78,72018, -1252,58649
35, -77,18047, -1236,62807
36, -77,18047, -19233,69322
37, -77,18047, -2410,46484
38, -77,18047, -576160,36601
39, -75,91674, -771,31066
40, -75,91674, -750,78871
41, -75,91674, -1073506,77095
42, -70,00555, -745,70183
43, -70,00555, -840,33394
44, -64,68306, -846,07681
45, -64,68306, -1686,01336
46, -64,68306, -284,32389
47, -64,68306, -4858,73217
48, -62,98755, -1711,42973
49, -55,28144, -2693,91731
50, -55,28144, -706,04387
51, -52,41411, -4838,68232
52, -52,41411, -327,32689
53, -52,41411, -323,38172
54, -51,79711, -241,16309
55, -51,79711, -335,57888
56, -48,80851, -354,18729
57, -48,63142, -285,39374
58, -48,63142, -171,40940
59, -44,90359, -376,84773
60, -44,90359, -171,97259
61, -41,35744, -180,25094
62, -41,35744, -275,73585
63, -41,35744, -250,29357
64, -41,35744, -190,58196
65, -41,35744, -112,36297
66, -41,35744, -150,84105
67, -41,35744, -152,96904
68, -41,35744, -184,26647
69, -41,35744, -118,09389
70, -41,35744, -176,00008
71, -41,35744, -99,52949
72, -41,35744, -117,34883
73, -40,73342, -294,57816
74, -40,51627, -131,59822
75, -40,51627, -226,54469
76, -40,48367, -116,84150
77, -40,48367, -221,60831
78, -40,35640, -226,16130
79, -40,30419, -171,09949
80, -40,11519, -153,83977
81, -39,63876, -127,78353
82, -39,63874, -327,64698
83, -39,63728, -258,86569
84, -39,49195, -133,68468
85, -39,28040, -116,57191
86, -39,28040, -407,28922
87, -39,28040, -62,05869
88, -39,28040, -173,55227
89, -39,25588, -279,64345
90, -38,23828, -669,26382
91, -38,18820, -435,15298
92, -38,18820, -203,37000
93, -38,18820, -230,38005
94, -38,18820, -238,17500
95, -38,18820, -322,68016
96, -38,18820, -259,42922
97, -38,18820, -327,70747
98, -37,94604, -362,12842
99, -37,94604, -140,81520
