Generation, Best Fitness, Average Fitness
1, -25669,57858, -126087,68193
2, -9065,98810, -126797,96259
3, -9065,98810, -139556,25531
4, -9065,98810, -175616,10500
5, -9065,98810, -355661,41886
6, -9065,98810, -577093,19229
7, -9065,98810, -801503,11473
8, -8124,16373, -1202383,44805
9, -8124,16373, -1285046,48888
10, -8124,16373, -2095419,83218
11, -8124,16373, -2453789,08498
12, -8124,16373, -5252937,13895
13, -6245,80420, -4554365,02764
14, -6245,80420, -3629527,75882
15, -5056,33018, -7972051,84644
16, -5056,33018, -64676507,05215
17, -4372,64787, -407017494,01919
18, -3992,77924, -6299348,04916
19, -3268,73475, -144468836,43860
20, -3268,73475, -88604594,84880
21, -3268,73475, -140199667,87198
22, -2864,14756, -3346088631791,18600
23, -2864,14756, -17307177437,47404
24, -2864,14756, -149664936097,47427
25, -2864,14756, -4709311721,19402
26, -2864,14756, -4315343313,81545
27, -2864,14756, -10844809463,24928
28, -2864,14756, -29829196873,17767
29, -2197,12464, -52685115812,59605
30, -2197,12464, -4278714887632,39700
31, -2197,12464, -37395463501,02840
32, -2197,12464, -1402315951694,95900
33, -2197,12464, -6798967822677954,00000
34, -2197,12464, -6405930580260249,00000
35, -1341,63449, -239922077476463,22000
36, -1341,63449, -93417669701565800000,00000
37, -1341,63449, -165370507139262080,00000
38, -1341,63449, -1992000545068,93240
39, -1341,63449, -8578842150710566000000,00000
40, -1341,63449, -206705824007068980000,00000
41, -1341,63449, -54298278586196,47000
42, -1341,63449, -328094086274167700,00000
43, -1341,63449, -15762368926396793000000,00000
44, -1341,63449, -16714453678589247000,00000
45, -1341,63449, -852751747253373,00000
46, -1175,27524, -35002849362662548,00000
47, -1175,26184, -1196400935686370,20000
48, -1094,82117, -581821523644191100000000,00000
49, -959,46707, -954254822147320,90000
50, -824,23607, -1072400480713328,40000
51, -824,20585, -6813985364974353000,00000
52, -821,92710, -7685080232331,32600
53, -764,97446, -34859445309138,85500
54, -764,97446, -75587967560568,66000
55, -754,35909, -3313666649794,98540
56, -754,32026, -1843745931279773,20000
57, -635,43592, -235803386993948350,00000
58, -635,43592, -12751599406778,56800
59, -635,41474, -19950367735812444000,00000
60, -635,16714, -135931701623998360000000,00000
61, -633,22506, -135933389015192350000000,00000
62, -627,09077, -57112867950890,26000
63, -627,01978, -227031071389461,16000
64, -627,01978, -55863600401194,58000
65, -624,68917, -1432746214045987,50000
66, -537,63673, -35691760285691,54000
67, -537,63673, -1924552288109,15230
68, -414,18995, -1853878705445,27120
69, -414,18986, -844772455981937300,00000
70, -414,18945, -42962766027,26355
71, -414,17262, -4491011942305376,00000
72, -410,61243, -115192518710486,90000
73, -408,59437, -848396,68908
74, -408,59437, -4729586439246,59900
75, -407,44514, -1054181047811126700,00000
76, -406,95999, -119189921124712,94000
77, -406,95999, -3639341767121579,50000
78, -406,06777, -34802185,43991
79, -394,22417, -5725639241,98521
80, -394,22417, -22347686163,97687
81, -373,72033, -543330187001002,90000
82, -373,72033, -155307334,45748
83, -373,72033, -296479718209,04520
84, -373,72033, -14135736663966,91400
85, -373,72033, -372194028539510260000,00000
86, -367,21480, -1982865765380,90840
87, -363,85446, -2896715233963,75730
88, -363,85446, -139813036734,45996
89, -363,85446, -347506,05296
90, -363,40387, -31858297,59021
91, -362,21053, -28543947,40702
92, -362,21053, -4369334,89501
93, -362,21053, -62052,46264
