Generation, Best Fitness, Average Fitness
1, -380,54455, -96418473,20348
2, -202,76760, -9920800,30715
3, -202,76760, -186388,45329
4, -188,88438, -65467,96088
5, -141,48527, -51649,75362
6, -141,48527, -15450,90820
7, -141,48527, -31585,26835
8, -65,81818, -50403,71863
9, -65,81818, -248547,94699
10, -65,81818, -71106,41702
11, -59,81832, -291048,75804
12, -59,81832, -44357,20088
13, -59,81832, -11010,38101
14, -58,53169, -83698,75123
15, -56,68662, -143802,53432
16, -56,68662, -68404,61551
17, -37,12411, -6330,46286
18, -36,43917, -9820,94145
19, -33,32982, -6435,91893
20, -33,32982, -217837,78014
21, -31,77651, -55103,32532
22, -31,77651, -57126,38617
23, -31,77651, -2830,76976
24, -31,77651, -1568,24028
25, -31,77651, -2741,84909
26, -31,77651, -99317,82008
27, -31,65438, -39293,52326
28, -31,65438, -1487,23369
29, -31,65438, -2147,42030
30, -31,36665, -1146,14058
31, -31,36665, -1488,67354
32, -31,36665, -192,69049
33, -31,36665, -2897,68421
34, -31,36665, -3599,44408
35, -31,36665, -592491,62490
36, -31,04179, -300873,66309
37, -29,07609, -1020,28473
38, -29,07609, -1069,05341
39, -28,20695, -4615071,53719
40, -27,39667, -648419,19538
41, -26,99320, -750752,36090
42, -26,99320, -59154,80067
43, -26,99320, -1570996,47444
44, -26,99320, -52853,90691
45, -26,99320, -52789,36647
46, -26,99320, -915,68961
47, -26,85555, -1080,61672
48, -25,63478, -156,43833
49, -25,35063, -715,42356
50, -23,00684, -56282,28452
51, -22,40999, -314,77861
52, -20,45297, -57926,42835
53, -20,45297, -56009,45662
54, -20,45297, -77,80419
55, -20,45297, -53531,97197
56, -18,16648, -802,03342
57, -18,16648, -37,34095
58, -18,16648, -311,00334
59, -18,16648, -1217243,14419
60, -18,16648, -609,08219
61, -18,16648, -119934,72096
62, -18,16648, -582,49601
63, -18,16648, -78116,54767
64, -18,16648, -512,76789
65, -18,16648, -494,55833
66, -16,69719, -516,04123
67, -16,69718, -35,44002
68, -16,69718, -519,43279
69, -16,57412, -1208,83750
70, -16,57412, -212,79726
71, -16,57412, -63724,42779
72, -15,98313, -4313400,52236
73, -15,91571, -4322434,52490
74, -15,91571, -4312909,04413
75, -14,91571, -56535,64437
76, -14,91571, -569,51956
77, -14,91571, -69189,06635
78, -14,91571, -958,74856
79, -14,69767, -588,33182
80, -14,69767, -1683,78734
81, -14,69767, -29,12853
82, -14,69767, -340,86128
83, -14,69767, -125992,38497
84, -14,08519, -351,16022
85, -14,06522, -906,69631
86, -13,64063, -954,04068
87, -13,64063, -100603,74956
88, -13,64063, -1312409,88897
89, -13,34221, -392,30496
90, -13,34221, -33,50719
91, -12,89914, -22,15680
92, -12,89494, -1024,81285
93, -12,72440, -1945,14151
94, -12,72440, -23,61563
95, -12,30822, -199606,68101
96, -12,30822, -444,13129
97, -12,30822, -51009,61703
98, -12,30822, -99285,41639
99, -12,30822, -1148,71265
