x1, Expected Value, Function Value

-1000.0, -5.002003017E9, -5.002002999999656E9
-980.0, -4.707883757E9, -4.707883739999818E9
-960.0, -4.425526097E9, -4.425526079999984E9
-940.0, -4.154690037E9, -4.1546900200001535E9
-920.0, -3.895135577E9, -3.8951355600003266E9
-900.0, -3.646622717E9, -3.6466227000005035E9
-880.0, -3.408911457E9, -3.4089114400006843E9
-860.0, -3.181761797E9, -3.181761780000869E9
-840.0, -2.964933737E9, -2.964933720001058E9
-820.0, -2.758187277E9, -2.758187260001251E9
-800.0, -2.561282417E9, -2.5612824000014486E9
-780.0, -2.373979157E9, -2.373979140001651E9
-760.0, -2.196037497E9, -2.1960374800018578E9
-740.0, -2.027217437E9, -2.0272174200020695E9
-720.0, -1.867278977E9, -1.8672789600022864E9
-700.0, -1.715982117E9, -1.7159821000025086E9
-680.0, -1.573086857E9, -1.5730868400027363E9
-660.0, -1.438353197E9, -1.4383531800029695E9
-640.0, -1.311541137E9, -1.3115411200032086E9
-620.0, -1.192410677E9, -1.192410660003454E9
-600.0, -1.080721817E9, -1.0807218000037055E9
-580.0, -9.76234557E8, -9.762345400039636E8
-560.0, -8.78708897E8, -8.787088800042286E8
-540.0, -7.87904837E8, -7.879048200045006E8
-520.0, -7.03582377E8, -7.0358236000478E8
-500.0, -6.25501517E8, -6.255015000050671E8
-480.0, -5.53422257E8, -5.534222400053623E8
-460.0, -4.87104597E8, -4.8710458000566566E8
-440.0, -4.26308537E8, -4.2630852000597775E8
-420.0, -3.70794077E8, -3.7079406000629884E8
-400.0, -3.20321217E8, -3.2032120000662935E8
-380.0, -2.74649957E8, -2.746499400069697E8
-360.0, -2.33540297E8, -2.3354028000732017E8
-340.0, -1.96752237E8, -1.967522200076813E8
-320.0, -1.64045777E8, -1.640457600080535E8
-300.0, -1.35180917E8, -1.3518090000843722E8
-280.0, -1.09917657E8, -1.0991764000883287E8
-260.0, -8.8015997E7, -8.801598000924087E7
-240.0, -6.9235937E7, -6.92359200096616E7
-220.0, -5.3337477E7, -5.333746001009536E7
-200.0, -4.0080617E7, -4.008060001054228E7
-180.0, -2.9225357E7, -2.922534001100223E7
-160.0, -2.0531697E7, -2.0531680011474565E7
-140.0, -1.3759637E7, -1.3759620011957705E7
-120.0, -8669177.0, -8669160.012448244
-100.0, -5020317.0, -5020300.012939082
-80.0, -2573057.0, -2573040.013415413
-60.0, -1087397.0, -1087380.01384848
-40.0, -323337.0, -323320.0142374747
-20.0, -40877.0, -40860.01687952096
0.0, -17.0, 2.555973849520113E-5
20.0, 39243.0, 39259.982761542466
40.0, 316903.0, 316919.98297164857
60.0, 1072963.0, 1072979.981890316
80.0, 2547423.0, 2547439.9809314795
100.0, 4980283.0, 4980299.980013364
120.0, 8611543.0, 8611559.97909068
140.0, 1.3681203E7, 1.368121997814226E7
160.0, 2.0429263E7, 2.0429279977156464E7
180.0, 2.9095723E7, 2.9095739976125456E7
200.0, 3.9920583E7, 3.9920599975042924E7
220.0, 5.3143843E7, 5.314385997390304E7
240.0, 6.9005503E7, 6.900551997269997E7
260.0, 8.7745563E7, 8.774557997142754E7
280.0, 1.09604023E8, 1.0960403997007908E8
300.0, 1.34820883E8, 1.348208999686472E8
320.0, 1.63636143E8, 1.6363615996712372E8
340.0, 1.96289803E8, 1.962898199654993E8
360.0, 2.33021863E8, 2.3302187996376348E8
380.0, 2.74072323E8, 2.740723399619042E8
400.0, 3.19681183E8, 3.1968119995990795E8
420.0, 3.70088443E8, 3.7008845995775867E8
440.0, 4.25534103E8, 4.255341199554382E8
460.0, 4.86258163E8, 4.8625817995292515E8
480.0, 5.52500623E8, 5.525006399501945E8
500.0, 6.24501483E8, 6.245014999472166E8
520.0, 7.02500743E8, 7.025007599439564E8
540.0, 7.86738403E8, 7.867384199403716E8
560.0, 8.77454463E8, 8.774544799364113E8
580.0, 9.74888923E8, 9.74888939932013E8
600.0, 1.079281783E9, 1.0792817999271002E9
620.0, 1.190873043E9, 1.1908730599215765E9
640.0, 1.309902703E9, 1.3099027199153206E9
660.0, 1.436610763E9, 1.436610779908177E9
680.0, 1.571237223E9, 1.5712372398999414E9
700.0, 1.714022083E9, 1.7140220998903437E9
720.0, 1.865205343E9, 1.8652053598790147E9
740.0, 2.025027003E9, 2.0250270198654401E9
760.0, 2.193727063E9, 2.1937270798488784E9
780.0, 2.371545523E9, 2.371545539828222E9
800.0, 2.558722383E9, 2.558722399801738E9
820.0, 2.755497643E9, 2.755497659766555E9
840.0, 2.962111303E9, 2.962111319717545E9
860.0, 3.178803363E9, 3.178803379644564E9
880.0, 3.405813823E9, 3.4058138395243335E9
900.0, 3.643382683E9, 3.643382699289001E9
920.0, 3.891749943E9, 3.891749958621518E9
940.0, 4.151155603E9, 4.1511556029753094E9
960.0, 4.421839663E9, 4.421839681683306E9
980.0, 4.704042123E9, 4.704042140810757E9
