x1, Expected Value, Function Value

-1.0, -27.0, -31.851878101824514
-0.98, -26.56676, -29.706136656508153
-0.96, -26.14688, -28.142334200711844
-0.94, -25.740119999999997, -26.946668616006505
-0.92, -25.34624, -25.998645426765002
-0.9, -24.965, -25.22518370704282
-0.88, -24.596159999999998, -24.57938401347316
-0.86, -24.23948, -24.029767907648374
-0.84, -23.89472, -23.55442141330081
-0.8200000000000001, -23.56164, -23.137619093231926
-0.8, -23.240000000000002, -22.767783759075783
-0.78, -22.929560000000002, -22.43620345761382
-0.76, -22.63008, -22.136196921743725
-0.74, -22.34132, -21.862554671768713
-0.72, -22.06304, -21.61115508929485
-0.7, -21.794999999999998, -21.378694725995786
-0.6799999999999999, -21.53696, -21.162495066876822
-0.6599999999999999, -21.28868, -20.96036160336474
-0.64, -21.04992, -20.77047940967681
-0.62, -20.82044, -20.59133464866765
-0.6, -20.6, -20.421654794709593
-0.5800000000000001, -20.38836, -20.260362566663876
-0.56, -20.18528, -20.106540029253
-0.54, -19.99052, -19.95940037792469
-0.52, -19.80384, -19.8182654623065
-0.5, -19.625, -19.682547850591888
-0.48, -19.45376, -19.55173629596388
-0.45999999999999996, -19.28988, -19.425383884195444
-0.43999999999999995, -19.133119999999998, -19.30309797806451
-0.42000000000000004, -18.983240000000002, -19.184361377181457
-0.4, -18.84, -19.069394682868996
-0.38, -18.70316, -18.957395754992923
-0.36, -18.57248, -18.848304005235
-0.33999999999999997, -18.44772, -18.74191643779987
-0.31999999999999995, -18.32864, -18.637961828611495
-0.30000000000000004, -18.215, -18.536406813011535
-0.28, -18.10656, -18.437011264811826
-0.26, -18.00308, -18.33964995200953
-0.24, -17.90432, -18.24419961673566
-0.21999999999999997, -17.81004, -18.150548095724115
-0.19999999999999996, -17.72, -18.058593733019393
-0.18000000000000005, -17.633960000000002, -17.96824430077399
-0.16000000000000003, -17.55168, -17.87941590876927
-0.14, -17.47292, -17.792032206198957
-0.12, -17.39744, -17.706022508329728
-0.09999999999999998, -17.325, -17.62132145837059
-0.07999999999999996, -17.25536, -17.537893507900737
-0.06000000000000005, -17.18828, -17.455143414461872
-0.040000000000000036, -17.12352, -17.374577243438015
-0.020000000000000018, -17.06084, -17.294552392267494
0.0, -17.0, -16.641145142562703
0.020000000000000018, -16.94076, -17.137626956193692
0.040000000000000036, -16.88288, -17.060622361551502
0.06000000000000005, -16.82612, -16.984526854258927
0.08000000000000007, -16.77024, -16.909299475755304
0.10000000000000009, -16.715, -16.834580875164193
0.1200000000000001, -16.66016, -16.7610946050307
0.1399999999999999, -16.60548, -16.688083130507064
0.15999999999999992, -16.550720000000002, -16.615667055862897
0.17999999999999994, -16.49564, -16.54376794533158
0.19999999999999996, -16.44, -16.47229020210268
0.21999999999999997, -16.38356, -16.4011222554014
0.24, -16.32608, -16.33013441881522
0.26, -16.26732, -16.259176120667647
0.28, -16.20704, -16.188072896088503
0.30000000000000004, -16.145, -16.116623305221825
0.32000000000000006, -16.08096, -16.044595940137572
0.3400000000000001, -16.01468, -15.971726728585397
0.3600000000000001, -15.94592, -15.897716806701867
0.3799999999999999, -15.87444, -15.822231305588534
0.3999999999999999, -15.8, -15.744899470454543
0.41999999999999993, -15.72236, -15.665316603762056
0.43999999999999995, -15.64128, -15.583048139873839
0.45999999999999996, -15.55652, -15.497637217071777
0.48, -15.46784, -15.408614369848069
0.5, -15.375, -15.315511616943331
0.52, -15.27776, -15.217879574047336
0.54, -15.17588, -15.115307469801671
0.56, -15.06912, -15.007445105868706
0.5800000000000001, -14.957239999999999, -14.894025126763005
0.6000000000000001, -14.84, -14.774882470961966
0.6200000000000001, -14.71716, -14.650003491025283
0.6399999999999999, -14.58848, -14.519417423946004
0.6599999999999999, -14.45372, -14.38339733994717
0.6799999999999999, -14.31264, -14.242288827520156
0.7, -14.165000000000001, -14.096562654712685
0.72, -14.01056, -13.94678228914725
0.74, -13.84908, -13.793574727645291
0.76, -13.680319999999998, -13.637597118819013
0.78, -13.50404, -13.479503552669529
0.8, -13.32, -13.319916391920444
0.8200000000000001, -13.12796, -13.159397211324398
0.8400000000000001, -12.927679999999999, -12.99842891826522
0.8600000000000001, -12.71892, -12.837401997959457
0.8799999999999999, -12.501440000000002, -12.676607891328173
0.8999999999999999, -12.275000000000002, -12.516238035348211
0.9199999999999999, -12.03936, -12.35638740476091
0.94, -11.79428, -12.1970612217162
0.96, -11.539520000000001, -12.038183530737832
0.98, -11.274840000000001, -11.879606481561343
