x1, Expected Value, Function Value

0.0, 0.0, 0.0
0.04, 0.07844142630656266, 0.07579914207755367
0.08, 0.1539220822722568, 0.15022650657879486
0.12, 0.22665737061400654, 0.2228511757571021
0.16, 0.29684001023654644, 0.29345883939900935
0.2, 0.3646431135879092, 0.36189497700452933
0.24, 0.430222759233891, 0.42807745993423785
0.28, 0.4937201558630516, 0.49199226862322165
0.32, 0.5552634731965591, 0.5536869737121293
0.36, 0.6149693994959211, 0.6132521500744621
0.4, 0.6729444732424258, 0.6708106494546184
0.44, 0.7292862271758185, 0.7265016310367446
0.48, 0.7840841755520473, 0.7804698687664411
0.52, 0.8374206697163701, 0.8328573287581704
0.56, 0.8893716425228915, 0.8837975614088105
0.6, 0.9400072584914713, 0.9334124450514153
0.64, 0.9893924836722142, 0.9818107286449713
0.68, 1.0375875868303353, 1.029087834842409
0.72, 1.0846485816507234, 1.0753264645788256
0.76, 1.130627618100121, 1.1205976181733226
0.8, 1.1755733298042381, 1.164961708820408
0.84, 1.2195311432417884, 1.2084692029187927
0.88, 1.2625435536837155, 1.251158071560222
0.92, 1.3046503720793803, 1.292990017189665
0.96, 1.3458889464848516, 1.3344139837726954
1.0, 1.3862943611198906, 1.3748480556309706
1.04, 1.42589961571225, 1.4146381477854288
1.08, 1.4647357874264533, 1.4537725860626896
1.12, 1.5028321773678424, 1.492266327562069
1.16, 1.5402164433921475, 1.5301355594140011
1.2, 1.5769147207285406, 1.5673956381931842
1.24, 1.612951731733897, 1.6040608706988964
1.28, 1.648350885932699, 1.640144597397805
1.32, 1.6831343713564375, 1.6756593272786455
1.36, 1.7173232380750376, 1.7106168681018634
1.4, 1.7509374747077997, 1.7450284390222774
1.44, 1.783996078610221, 1.7789047640824203
1.48, 1.8165171203537815, 1.812256148354393
1.52, 1.8485178030466638, 1.845092539292067
1.56, 1.8800145169829423, 1.8774235758283664
1.6, 1.9110228900548727, 1.9092586274708967
1.64, 1.9415578343164495, 1.9406068253108002
1.68, 1.9716335890455303, 1.9714770865357907
1.72, 2.001263760615812, 2.00187813375231
1.76, 2.030461359458117, 2.0318185101786748
1.8, 2.0592388343623163, 2.0613065915685955
1.84, 2.0876081043462293, 2.0903505955577857
1.88, 2.115580588295709, 2.1189585889902216
1.92, 2.1431672325603808, 2.1471384936698885
1.96, 2.170378536671938, 2.174898090894174
2.0, 2.1972245773362196, 2.20224502505257
2.04, 2.2237150308362605, 2.2291868065158886
2.08, 2.2498591939709662, 2.2557308139941403
2.12, 2.2756660036427823, 2.2818842965033594
2.16, 2.3011440551976414, 2.3076543750513205
2.2, 2.3263016196113617, 2.333048044127744
2.24, 2.3511466596084762, 2.3580721730651253
2.28, 2.3756868447921047, 2.382733507320809
2.32, 2.399929565856794, 2.4070386697185335
2.36, 2.4238819479502256, 2.4309941616779
2.4, 2.4475508632442313, 2.4546063644524296
2.44, 2.470942942770614, 2.4778815403907735
2.48, 2.494064587572766, 2.500825834230871
2.52, 2.5169219792200113, 2.523445274433116
2.56, 2.539521089727878, 2.545745774555732
2.6, 2.5618676909241285, 2.5677331346733774
2.64, 2.583967363297299, 2.5894130428383453
2.68, 2.6058255043616794, 2.610791076582534
2.72, 2.6274473365701105, 2.631872704457462
2.76, 2.648837914803606, 2.6526632876090406
2.8, 2.67000213346468, 2.673168081383395
2.84, 2.690944733199271, 2.693392236959821
2.88, 2.711670307270364, 2.7133408030068606
2.92, 2.732183307604742, 2.7330187273574853
2.96, 2.7524880505327785, 2.752430858699433
3.0, 2.772588722239781, 2.771581948276898
3.04, 2.7924893839461173, 2.790476651599914
3.08, 2.8121939768321407, 2.8091334663867626
3.12, 2.83170632672287, 2.8275285932339265
3.16, 2.851030148546344, 2.845680754348947
3.2, 2.8701690505786455, 2.8635942391764355
3.24, 2.8891265384877327, 2.8812732499745466
3.28, 2.9079060191874104, 2.8987219035062988
3.32, 2.926510804512038, 2.9159442327188185
3.36, 2.9449441147218858, 2.9329441884085656
3.4, 2.963209081848431, 2.9497256408707786
3.44, 2.9813087528882667, 2.966292381531589
3.48, 2.9992460928537876, 2.982648124561384
3.52, 3.0170239876882796, 2.9987965084682062
3.56, 3.0346452470525898, 3.014741097670105
3.6, 3.0521126069900983, 3.0304853840454853
3.64, 3.069428732476328, 3.0460327884606735
3.68, 3.0865962198591106, 3.0613866622739887
3.72, 3.103617599194928, 3.0765502888157523
3.76, 3.1204953364866572, 3.091526884843789
3.8, 3.1372318358276905, 3.106319601973993
3.84, 3.1538294414570807, 3.120931528085728
3.88, 3.1702904397301115, 3.1353656887018033
3.92, 3.1866170610084334, 3.149625048342914
3.96, 3.202811481473672, 3.163712511856466
