2	50	-3.0	3.0	100
70.71	28.28	127.27
93.94	3.03	100.0
1.01	68.69	138.39
13.13	6.06	25.25
29.29	91.92	213.13
7.07	16.16	39.39
16.16	11.11	38.379999999999995
6.06	77.78	161.62
57.58	30.3	118.18
82.83	44.44	171.70999999999998
48.48	84.85	218.17999999999998
91.92	8.08	108.08
4.04	49.49	103.02000000000001
74.75	25.25	125.25
87.88	57.58	203.04
78.79	81.82	242.43
89.9	63.64	217.18
97.98	71.72	241.42000000000002
62.63	35.35	133.33
75.76	72.73	221.22000000000003
27.27	67.68	162.63000000000002
36.36	40.4	117.16
68.69	43.43	155.55
94.95	24.24	143.43
67.68	33.33	134.34
86.87	36.36	159.59
56.57	37.37	131.31
37.37	54.55	146.47
5.05	74.75	154.55
21.21	23.23	67.67
100.0	21.21	142.42000000000002
35.35	15.15	65.65
30.3	12.12	54.54
63.64	97.98	259.6
23.23	73.74	170.70999999999998
24.24	82.83	189.9
61.62	32.32	126.25999999999999
39.39	95.96	231.31
43.43	62.63	168.69
18.18	17.17	52.52
95.96	51.52	199.0
51.52	61.62	174.76
60.61	70.71	202.02999999999997
98.99	56.57	212.13
66.67	9.09	84.85
44.44	42.42	129.28
17.17	59.6	136.37
0.0	7.07	14.14
46.46	31.31	109.08
15.15	48.48	112.11
88.89	2.02	92.93
85.86	34.34	154.54000000000002
34.34	0.0	34.34
19.19	69.7	158.59
31.31	5.05	41.41
77.78	14.14	106.06
59.6	60.61	180.82
58.59	93.94	246.47
90.91	22.22	135.35
8.08	90.91	189.9
84.85	92.93	270.71000000000004
11.11	87.88	186.87
10.1	45.45	101.0
83.84	96.97	277.78
54.55	58.59	171.73000000000002
40.4	52.53	145.46
96.97	75.76	248.49
2.02	85.86	173.74
26.26	89.9	206.06
53.54	46.46	146.46
14.14	39.39	92.92
22.22	47.47	117.16
42.42	19.19	80.80000000000001
45.45	38.38	122.21000000000001
20.2	4.04	28.28
52.53	98.99	250.51
49.49	83.84	217.17000000000002
28.28	79.8	187.88
41.41	41.41	124.22999999999999
3.03	18.18	39.39
25.25	53.54	132.32999999999998
92.93	88.89	270.71000000000004
32.32	94.95	222.22
64.65	27.27	119.19
65.66	76.77	219.2
71.72	50.51	172.74
81.82	65.66	213.14
55.56	13.13	81.82000000000001
12.12	10.1	32.32
50.51	29.29	109.09
73.74	100.0	273.74
79.8	80.81	241.42000000000002
38.38	26.26	90.9
76.77	1.01	78.78999999999999
9.09	64.65	138.39000000000001
72.73	66.67	206.07
33.33	20.2	73.72999999999999
80.81	86.87	254.55
47.47	55.56	158.59
69.7	78.79	227.28000000000003
