2	50	-3.0	3.0	300
210.7	-471.57	-732.44
979.93	-879.6	-779.2700000000001
759.2	-491.64	-224.07999999999993
772.58	-16.72	739.1400000000001
973.24	-264.21	444.82000000000005
-70.23	444.82	819.41
692.31	10.03	712.3699999999999
277.59	-986.62	-1695.65
63.55	3.34	70.22999999999999
-404.68	-411.37	-1227.42
-36.79	-404.68	-846.15
-377.93	-270.9	-919.73
792.64	-832.78	-872.92
-979.93	217.39	-545.15
745.82	799.33	2344.48
-478.26	-558.53	-1595.32
-846.15	652.17	458.18999999999994
-605.35	892.98	1180.6100000000001
-993.31	-511.71	-2016.73
-712.37	765.89	819.41
-892.98	819.4	745.8199999999999
-177.26	471.57	765.88
799.33	839.46	2478.25
-257.53	170.57	83.61000000000001
-678.93	36.79	-605.3499999999999
-692.31	518.39	344.47
344.48	-612.04	-879.5999999999999
458.19	431.44	1321.07
-986.62	-712.37	-2411.36
-792.64	16.72	-759.2
-826.09	331.1	-163.89
424.75	-919.73	-1414.71
739.13	913.04	2565.21
317.73	-852.84	-1387.95
665.55	-36.79	591.9699999999999
-16.72	-110.37	-237.46
331.1	939.8	2210.7
404.68	846.15	2096.98
946.49	-933.11	-919.73
859.53	678.93	2217.39
364.55	906.35	2177.25
625.42	505.02	1635.46
-96.99	511.71	926.43
-30.1	-163.88	-357.86
250.84	-50.17	150.5
-224.08	-277.59	-779.26
177.26	163.88	505.02
-391.3	-76.92	-545.14
-612.04	384.62	157.20000000000005
-357.86	832.78	1307.6999999999998
10.03	-444.82	-879.61
471.57	484.95	1441.47
959.87	745.82	2451.51
719.06	-745.82	-772.5800000000002
846.15	-177.26	491.63
-672.24	-344.48	-1361.2
-197.32	-899.67	-1996.6599999999999
-852.84	-765.89	-2384.62
70.23	1000.0	2070.23
-123.75	277.59	431.42999999999995
130.43	-785.95	-1441.47
-933.11	872.91	812.7099999999999
919.73	551.84	2023.41
605.35	397.99	1401.33
-685.62	-518.39	-1722.4
-652.17	190.64	-270.89
137.12	-926.42	-1715.7199999999998
632.11	103.68	839.47
-699.0	-505.02	-1709.04
-117.06	250.84	384.62
391.3	143.81	678.9200000000001
90.3	966.56	2023.4199999999998
-819.4	-304.35	-1428.1
-511.71	672.24	832.77
598.66	732.44	2063.54
-418.06	-732.44	-1882.94
110.37	491.64	1093.65
123.75	-966.56	-1809.37
812.71	725.75	2264.21
-899.67	946.49	993.3100000000001
431.44	-250.84	-70.24000000000001
-431.44	-531.77	-1494.98
-264.21	-217.39	-698.99
-806.02	-598.66	-2003.34
-665.55	-257.53	-1180.61
-76.92	-324.41	-725.74
-10.03	498.33	986.63
96.99	451.51	1000.01
-157.19	-585.28	-1327.75
-471.57	-886.29	-2244.15
525.08	598.66	1722.4
-304.35	-625.42	-1555.19
-598.66	83.61	-431.43999999999994
-558.53	-571.91	-1702.35
705.69	538.46	1782.6100000000001
-143.81	-806.02	-1755.85
-505.02	772.58	1040.14
170.57	63.55	297.66999999999996
785.95	-565.22	-344.49
-518.39	96.99	-324.40999999999997
933.11	351.17	1635.45
337.79	76.92	491.63
-872.91	-63.55	-1000.01
16.72	919.73	1856.18
-237.46	886.29	1535.12
545.15	-237.46	70.22999999999996
-765.89	-297.66	-1361.21
23.41	43.48	110.36999999999999
244.15	90.3	424.75
56.86	852.84	1762.54
752.51	-384.62	-16.730000000000018
50.17	933.11	1916.39
866.22	-846.15	-826.0799999999999
-364.55	157.19	-50.170000000000016
672.24	879.6	2431.44
143.81	926.42	1996.6499999999999
36.79	-377.93	-719.07
157.19	317.73	792.6500000000001
-571.91	-591.97	-1755.85
-839.46	257.53	-324.4000000000001
237.46	-839.46	-1441.46
-210.7	290.97	371.24000000000007
357.86	-130.43	97.0
230.77	632.11	1494.99
-250.84	-725.75	-1702.34
-658.86	-3.34	-665.54
685.62	-157.19	371.24
-832.78	712.37	591.96
-585.28	-799.33	-2183.94
-63.55	-438.13	-939.81
993.31	-317.73	357.8499999999999
-632.11	224.08	-183.95
-438.13	-357.86	-1153.85
505.02	-190.64	123.74000000000001
678.93	625.42	1929.77
284.28	-364.55	-444.82000000000005
-913.04	-658.86	-2230.76
-397.99	-866.22	-2130.4300000000003
371.24	-244.15	-117.06
658.86	197.32	1053.5
-183.95	70.23	-43.48999999999998
-772.58	-351.17	-1474.92
-973.24	-993.31	-2959.8599999999997
638.8	-792.64	-946.48
-3.34	-772.58	-1548.5
217.39	204.01	625.41
224.08	50.17	324.42
-244.15	264.21	284.27
-638.8	177.26	-284.28
-591.97	311.04	30.110000000000014
-551.84	565.22	578.6
551.84	344.48	1240.8000000000002
712.37	-56.86	598.65
-230.77	-391.3	-1013.37
183.95	-70.23	43.48999999999998
-170.57	-872.91	-1916.3899999999999
-531.77	986.62	1441.47
311.04	973.24	2257.52
290.97	-578.6	-866.23
264.21	605.35	1474.91
-953.18	438.13	-76.91999999999996
150.5	-719.06	-1287.62
-939.8	-1000.0	-2939.8
-705.69	571.91	438.1299999999999
-284.28	-484.95	-1254.1799999999998
43.48	685.62	1414.72
953.18	371.24	1695.6599999999999
826.09	-498.33	-170.56999999999994
438.13	-284.28	-130.42999999999995
83.61	411.37	906.35
-886.29	-685.62	-2257.5299999999997
-130.43	-906.35	-1943.13
732.44	418.06	1568.56
491.64	859.53	2210.7
377.93	-10.03	357.87
839.46	-705.69	-571.9200000000001
585.28	130.43	846.14
-618.73	-431.44	-1481.6100000000001
612.04	-632.11	-652.1800000000001
397.99	545.15	1488.29
297.66	585.28	1468.22
117.06	230.77	578.6
-538.46	-123.75	-785.96
652.17	237.46	1127.09
-204.01	-143.81	-491.63
-163.88	-224.08	-612.04
832.78	297.66	1428.1
270.9	-458.19	-645.48
257.53	-892.98	-1528.43
-103.68	692.31	1280.9399999999998
-879.6	-538.46	-1956.52
558.53	364.55	1287.63
565.22	424.75	1414.72
-411.37	-96.99	-605.35
-344.48	705.69	1066.9
-739.13	-170.57	-1080.27
76.92	458.19	993.3
