x1, x2, Expected Value, Function Value

0.1, -1.52, 11.194, 10.353494063463685
4.34, -9.8, -39.160399999999996, -34.25294360104797
8.59, -3.54, 8.342300000000009, 8.904074729850919
-5.15, -6.36, 170.30450000000002, 172.82391407599556
-5.35, 6.77, -126.42599999999997, -133.0214102555216
-3.13, 0.71, -0.8400000000000007, -3.228568256359873
-0.51, -3.74, 33.1623, 33.86291439979028
5.15, -2.53, 6.1440000000000055, 6.004634396657309
-7.37, 7.17, -153.40179999999998, -160.27488959540028
2.93, 3.33, 15.545600000000007, 11.338232067434875
-4.55, 5.15, -84.64500000000001, -90.11580892901307
-2.12, -1.11, 20.324, 19.198872740088056
-9.19, -0.51, 103.08679999999998, 101.54515373027003
-10.0, 6.97, -156.89, -163.62424992546096
5.56, -0.3, 29.0096, 27.322172076833752
5.76, -7.37, -41.58600000000001, -38.36544559081085
6.16, 2.53, 67.99, 64.33799074719221
-3.94, 8.99, -152.6682, -160.80473059184823
9.39, -8.79, -96.91219999999996, -92.70588393424157
-3.74, 9.8, -163.56840000000003, -172.26723125510256
9.19, -7.58, -70.46450000000002, -67.09816393737455
6.77, -5.35, -24.3756, -22.557326257198106
-1.92, -9.6, 127.1824, 131.95101672901268
1.92, 8.38, -5.704799999999999, -13.417869598533258
7.17, -1.92, 24.5497, 23.986873403342344
6.57, -7.17, -46.965800000000016, -43.884085260750204
-5.76, 5.35, -95.72039999999998, -101.33004859895237
-1.11, -5.15, 55.4316, 57.111034072862566
1.11, 1.72, -4.080299999999999, -7.170008589553499
0.51, 5.96, -31.341099999999997, -37.37420959226735
9.6, -2.32, 42.584, 42.29885274322102
3.94, 2.73, 29.6822, 25.89135107725287
4.75, 9.39, 91.64, 83.22579006827311
0.3, -10.0, 62.09, 67.13629606889137
-8.59, -0.1, 78.0651, 76.23883240689443
3.33, 7.98, 35.9491, 28.5137097413454
6.97, 2.93, 90.3372, 86.40751140731354
-9.8, 6.36, -134.464, -140.774788932146
1.52, -1.31, 6.506799999999998, 5.520512410027385
-6.97, 9.6, -218.3551, -226.91509158516314
-1.52, -7.78, 93.2472, 96.75237573256476
-4.14, 7.37, -124.98579999999998, -131.99772926533961
6.36, -6.57, -37.91600000000002, -35.25080427056818
5.96, -7.98, -50.300799999999995, -46.65678459749588
-6.16, -9.39, 278.2028, 282.82563507557643
-2.93, 2.32, -27.0479, -30.554127599371498
-0.1, -8.99, 66.637, 70.98215573569775
-6.36, 5.56, -103.55519999999999, -109.31063025238868
4.55, -5.76, -16.601499999999994, -14.498604933822472
-0.3, 6.57, -50.813, -57.269570585582315
8.38, -6.77, -51.58339999999998, -48.779364600628845
3.54, 4.14, 28.518400000000007, 23.74873140418058
4.95, -4.95, -13.355000000000011, -11.81440559707677
-7.98, 3.54, -44.8472, -49.20034958600141
0.71, 1.31, -4.8756, -7.68068726617787
-2.73, 3.74, -48.3577, -52.84968925594076
1.31, 8.59, -23.6552, -31.514051251969576
-1.31, -2.73, 32.555, 32.55447406659665
2.12, 10.0, -0.9055999999999926, -9.743270925041848
2.73, 3.94, 13.1415, 8.510671074119907
7.58, -4.34, -9.855200000000007, -8.738066590391732
-0.91, 7.58, -71.92530000000001, -79.08301091877595
-1.72, -2.12, 29.7376, 29.313613073281683
-8.99, -3.33, 194.9402, 195.35619307641466
1.72, 1.52, 1.1616, -1.789268919614166
8.18, 0.1, 69.66639999999998, 67.70129273695507
9.8, 0.91, 117.42400000000002, 114.89659207370082
7.37, -8.18, -68.28289999999998, -64.50004492755656
-9.39, 4.95, -84.9194, -90.25136925907374
7.98, 4.55, 141.75740000000002, 136.70311008080495
-9.6, 8.18, -199.68399999999997, -207.25822992859386
2.53, -3.94, 5.0763, 5.9157540697296085
-4.75, -3.13, 90.07499999999999, 90.35215340647531
-2.53, -1.72, 32.4957, 31.79403373340301
-7.17, -9.19, 314.41579999999993, 318.89979540563706
5.35, -0.91, 21.386999999999997, 20.12303307014872
-8.38, -8.38, 340.5576000000001, 344.4792947423828
2.32, -4.14, 6.548000000000002, 7.5262937396689376
7.78, -5.96, -35.858000000000004, -33.61626526388313
-7.78, -0.71, 83.0698, 81.66699340020939
-6.77, 3.13, -38.647400000000005, -42.71592826262579
-5.96, 2.12, -16.224, -19.591387929432173
-3.54, -4.55, 93.7026, 94.96551506304456
-6.57, 4.75, -82.7076, -87.90072958913439
0.91, -5.56, 25.569299999999995, 27.533355396238186
-2.32, 0.3, 2.1944, 0.09045306701576017
-4.34, 5.76, -95.4796, -101.373869922328
4.14, 6.16, 51.526799999999994, 45.35485073779331
-3.33, 1.11, -6.7700000000000005, -9.436247596238541
8.79, -4.75, -13.743400000000008, -12.34164526701612
-8.79, 1.92, 14.19369999999999, 10.965151740507153
-0.71, 8.79, -78.74859999999998, -86.74629092190888
-8.18, -8.59, 338.841, 342.90847639581904
-7.58, 7.78, -172.9208, -180.21735058871525
-5.56, -6.16, 177.7824, 180.16297440605618
3.13, 0.51, 12.015799999999999, 9.76607141357946
8.99, -6.97, -57.37079999999998, -54.427924930689514
-4.95, 4.34, -69.3265, -74.23500826575875
3.74, 9.19, 53.769400000000005, 45.494029738212454
10.0, -2.93, 33.61, 33.74831373653596
