x1, Expected Value, Function Value

0.98, 0.5570228181684899, 0.5570225232482365
-0.22, 0.9758973780142263, 0.9758973839340396
-3.08, -0.998103792210533, -0.9981037672727401
-2.0, -0.4161471337008787, -0.4161468346047038
2.57, -0.8410402840591957, -0.8410402961783285
0.48, 0.8869950736863147, 0.8869949225742199
2.25, -0.6281733684523557, -0.6281733864512925
0.86, 0.6524377158230991, 0.6524374616052957
-1.75, -0.17824637721106829, -0.17824602307940327
-2.51, -0.8070883733459137, -0.8070881793279464
0.54, 0.8577088493807965, 0.8577086813543014
2.82, -0.9487331155503907, -0.9487331370379322
1.05, 0.4975713313611835, 0.49757101844418294
-0.03, 0.9995500239465578, 0.9995499772235036
2.13, -0.5305110606061244, -0.5305111143676565
0.03, 0.9995500435513105, 0.9995499900213352
-1.24, 0.32479597536137467, 0.3247961446098581
-2.57, -0.8410406376331173, -0.8410404608460221
-1.3, 0.26749851373867556, 0.2674987189056192
-2.7, -0.9040722816825767, -0.9040721419597209
-0.16, 0.9872272313111974, 0.9872272820866496
-0.6, 0.8253354303873556, 0.8253353845649372
2.0, -0.41614653939336166, -0.41614665487791086
2.63, -0.8719657438640015, -0.8719657604677116
-2.13, -0.5305116146397085, -0.5305113336523168
-0.29, 0.9582437820649181, 0.9582438075909141
1.55, 0.020795154527322876, 0.020794822302699852
-2.82, -0.948733322135722, -0.9487332152446577
1.87, -0.2947590407213503, -0.2947592305324156
-0.92, 0.6058198966448813, 0.6058198931465121
1.49, 0.08070877418360708, 0.08070842972371658
0.35, 0.9393728249045823, 0.9393727104122094
-2.25, -0.6281738769930554, -0.6281736123569337
-1.36, 0.20923834633024652, 0.2092385852814021
1.94, -0.3608725753659209, -0.3608727245405341
-0.98, 0.5570222753638853, 0.5570222969867081
0.41, 0.9171209530800503, 0.9171208212227226
-0.86, 0.6524372205049351, 0.6524371971115137
0.29, 0.9582439689603738, 0.9582438720050394
-0.79, 0.7038450835123743, 0.7038450439714595
1.68, -0.1089864273916201, -0.10898671574834211
-1.68, -0.10898707708811071, -0.10898672846147203
-1.62, -0.04918414831355881, -0.04918380961350467
-0.67, 0.783821462945756, 0.783821413357018
1.75, -0.17824573408789687, -0.17824598980874928
2.06, -0.46992282526331974, -0.469922909810064
-1.81, -0.23692936617471305, -0.23692901209044262
-0.35, 0.9393726007900752, 0.9393726138734723
0.92, 0.6058204166419796, 0.605820138501309
-0.41, 0.9171206925530621, 0.917120687422804
0.1, 0.9950041979030236, 0.9950041636435174
-0.54, 0.8577085133467601, 0.8577084759065398
2.19, -0.5803865970327432, -0.5803866300627113
0.79, 0.7038455477920227, 0.7038453061880157
1.3, 0.2674991435104704, 0.2674987910233043
0.73, 0.745174620274424, 0.7451744015390283
-3.01, -0.9913542168285745, -0.9913541738791712
-0.73, 0.7451741844152373, 0.7451741371326838
-1.11, 0.4446612240319237, 0.44466131446218454
1.36, 0.2092389854525699, 0.20923863093478753
0.67, 0.7838218688158588, 0.7838216627739399
0.6, 0.8253357994319128, 0.8253356139943104
-0.48, 0.8869947718721589, 0.8869947472047122
-2.38, -0.7237381042155129, -0.7237378766111209
-0.1, 0.9950041326529215, 0.9950041344777424
2.89, -0.9685170828738555, -0.968517100516772
-1.49, 0.08070812272598576, 0.08070842257954366
0.22, 0.9758975206468805, 0.975897441330651
3.14, -0.9999987312070153, -0.9999987105879253
2.38, -0.7237376531895471, -0.7237376570533283
1.11, 0.4446618094514425, 0.44466148396737387
-2.63, -0.8719660638397386, -0.8719659038505547
-2.19, -0.5803871292776386, -0.5803868528294411
1.62, -0.04918349551477704, -0.04918380702037978
-2.89, -0.9685172455829343, -0.9685171604632937
3.08, -0.9981037519796516, -0.9981037512844932
-2.44, -0.7638154130025968, -0.7638151983703554
1.17, 0.39015198520480576, 0.3901516484074188
2.7, -0.9040720023514494, -0.9040720229519165
-1.87, -0.29475966527314024, -0.29475931512083564
-1.55, 0.02079450107885954, 0.020794821810409824
1.81, -0.23692873119461103, -0.23692895509469095
2.95, -0.9817021407692524, -0.9817021524697989
-2.06, -0.4699234021918345, -0.4699231055410798
2.32, -0.6810556412176171, -0.6810556487286566
-1.94, -0.3608731849135749, -0.36087284426597954
-2.95, -0.981702265227551, -0.9817021937722178
-2.76, -0.9280728319073885, -0.9280727099978253
2.76, -0.9280725885111772, -0.9280726106610839
-2.32, -0.6810561197966151, -0.6810558704206464
3.01, -0.9913541310689713, -0.9913541345243291
1.24, 0.3247965935161434, 0.32479624655797984
-1.17, 0.39015138341161315, 0.39015150979868085
2.51, -0.8070879874462917, -0.8070879951222133
1.43, 0.14033192940784636, 0.14033157764729876
2.44, -0.7638149911528698, -0.7638149952560692
-1.43, 0.14033128228561187, 0.14033155647765413
-1.05, 0.49757076442221715, 0.4975708210693268
-3.14, -0.999998732247957, -0.9999987244429454
0.16, 0.9872273354399511, 0.9872272716168421
