x1, Expected Value, Function Value

0.39, -15.837605, -15.752247948372169
0.58, -14.95724, -14.89763301973357
0.68, -14.31264, -14.326174629226443
0.07, -16.798085, -16.769551926360805
-0.9, -24.965, -25.529068626519383
-0.62, -20.82044, -20.7058425887915
0.92, -12.03936, -12.596790787588423
0.45, -15.599375, -15.511279669135718
-0.17, -17.592365, -17.581309023787938
-0.84, -23.89472, -24.049083123689798
0.86, -12.71892, -13.076572180388586
-0.92, -25.34624, -26.134748604933236
-0.88, -24.596159999999998, -24.9870924107068
0.9, -12.274999999999999, -12.76076594312936
0.7, -14.165000000000001, -14.201465381321198
-0.31, -18.271155, -18.246634793394072
0.01, -16.970195, -16.95010000079398
0.37, -15.910535, -15.827391199145673
0.84, -12.92768, -13.229241772331502
0.05, -16.854375, -16.82886312463942
-0.64, -21.04992, -20.93231443167767
-0.15, -17.511875, -17.501112280303833
0.94, -11.79428, -12.425823418919377
0.64, -14.58848, -14.565024246094477
-0.78, -22.929560000000002, -22.900464288293968
-0.8, -23.240000000000002, -23.25566536643491
0.88, -12.50144, -12.920472043596565
0.62, -14.71716, -14.679108182828395
-0.52, -19.80384, -19.71978208481837
-0.82, -23.56164, -23.637112956361815
0.74, -13.84908, -13.941193226771453
-0.86, -24.23948, -24.49676936678691
0.31, -16.113245, -16.03931034630778
-0.45, -19.210625, -19.150717627207985
-0.98, -26.56676, -28.532479043047033
0.56, -15.06912, -14.999257847940651
0.96, -11.539520000000001, -12.219402268216337
-0.19, -17.676495, -17.664775589363348
-0.37, -18.637065, -18.60013275181028
0.09, -16.742555, -16.71079263525769
-0.01, -17.030205, -17.012847183003533
0.66, -14.45372, -14.447405352016062
0.13, -16.632815, -16.59403463332361
0.78, -13.50404, -13.666805804792732
-0.47, -19.370915, -19.304348133892645
0.15, -16.578125, -16.53559862032575
0.82, -13.12796, -13.378515880798345
-0.54, -19.99052, -19.89945288880199
-0.49, -19.538445, -19.464972264130452
-0.94, -25.740119999999997, -26.820407251110094
-0.41, -18.910805, -18.86319651415771
0.35, -15.980625, -15.900179368227528
-0.07, -17.221515, -17.208371346798675
-0.6, -20.6, -20.489955010662264
-0.11, -17.360855, -17.349595470114377
0.25, -16.296875, -16.234408538356444
-0.03, -17.091935, -17.075237125999937
-0.68, -21.53696, -21.420306594998898
-0.7, -21.794999999999998, -21.683832287885036
0.76, -13.680319999999998, -13.805764476853998
0.54, -15.17588, -15.099312922308082
-0.25, -17.953125, -17.936949617792465
-0.21, -17.764505, -17.751743573274993
-0.09, -17.289845, -17.277814290014163
0.23, -16.354965, -16.296535298570056
-0.13, -17.434785, -17.42395113216146
-0.56, -20.18528, -20.08731412026155
-0.29, -18.160145, -18.138855643177795
0.6, -14.84, -14.79098553791741
-0.39, -18.770795, -18.72875706477178
0.11, -16.687545, -16.652360383288684
0.29, -16.176255, -16.105981742688133
0.98, -11.274840000000001, -12.154461863658897
-0.66, -21.28868, -21.170154404313067
-0.72, -22.06304, -21.961905631660024
-0.23, -17.856635, -17.842373821624463
0.8, -13.32, -13.524381461865998
-0.58, -20.38836, -20.283974457460626
0.33, -16.048115, -15.970765487790015
1.0, -11.0, -11.953875107563967
0.17, -16.523235, -16.47684051985812
0.19, -16.467905, -16.417558739463747
0.47, -15.512685000000001, -15.4253559788876
-0.74, -22.34132, -22.256011709915203
-0.96, -26.14688, -27.608757697924084
-0.43, -19.057335000000002, -19.00376445079136
-0.05, -17.155625, -17.141008174760177
-0.33, -18.387485, -18.359274949692214
0.03, -16.911665, -16.88895896771357
-0.35, -18.509375, -18.47702040658598
0.27, -16.237385, -16.17095385498538
0.52, -15.27776, -15.197620484803133
0.49, -15.421955, -15.33646486944697
0.41, -15.761595, -15.674604121893932
-1.0, -27.0, -29.64001293549168
0.72, -14.01056, -14.073085821731492
0.21, -16.411895, -16.357529745908735
-0.76, -22.63008, -22.568148104129442
-0.27, -18.054215, -18.035703452767084
0.43, -15.682265, -15.594324146208464
