x1, Expected Value, Function Value

326.63, 1.7402371886743498E8, 1701.2615169906946
658.29, 1.4254710500107446E9, 3359.7100091822904
577.89, 9.642854292661449E8, 2962.787841163618
869.35, 3.283631789456876E9, 4415.553493642527
-638.19, -1.300447285433495E9, -3117.511957530568
-356.78, -2.2733181370555994E8, -1713.668205596277
879.4, 3.3988510833999996E9, 4468.405280970087
-567.84, -9.161246855427202E8, -2766.062215979073
909.55, 3.7606162379143744E9, 4619.258143188692
75.38, 2130445.07556, 450.20515293926144
155.78, 1.885379992596E7, 847.1809477184661
748.74, 2.0976426065429204E9, 3812.758643436392
-678.39, -1.5619419367077951E9, -3318.5723226523032
778.89, 2.361433529137645E9, 3967.322593129145
-487.44, -5.795499199011201E8, -2366.0753375229747
899.5, 3.637312855375E9, 4567.978172777469
-728.64, -1.93529811596192E9, -3573.2246140541074
35.18, 215312.81436, 248.81355549687188
527.64, 7.339301105795197E8, 2706.398440770099
85.43, 3103105.1152350004, 500.48760377506227
889.45, 3.5167346212881255E9, 4519.832006710921
-175.88, -2.7265573396159995E7, -808.0598373037319
-55.28, -850939.3865599999, -206.9593659790379
-949.75, -4.285298431921875E9, -4676.703550052589
-577.89, -9.656212906745449E8, -2817.874191299005
487.44, 5.785994948867201E8, 2505.779946271405
979.9, 4.702602061674999E9, 4972.413888151817
-979.9, -4.706442911715E9, -4826.9958475284175
-597.99, -1.069899315347195E9, -2921.7995816457587
-316.58, -1.5884423524436E8, -1509.6436918904546
-959.8, -4.422761104439999E9, -4725.871366556405
417.09, 3.624466719529449E8, 2153.846762021062
427.14, 3.8929179871252E8, 2203.906124956222
105.53, 5854243.340085001, 598.9337051579838
688.44, 1.6304835778307202E9, 3510.313179177045
708.54, 1.7775359467361197E9, 3613.497314090693
25.13, 78145.45468499999, 198.44512013861373
55.28, 838681.87296, 345.8739340481193
-145.73, -1.5517438408384996E7, -658.9051319072038
537.69, 7.766825957758453E8, 2756.587334773683
-768.84, -2.2735486272867203E9, -3776.0467695761768
396.98, 3.1249257238116E8, 2058.3090511594055
-25.13, -80705.522285, -54.860727878326905
939.7, 4.147181798785001E9, 4771.8319751128765
919.6, 3.8866752211600003E9, 4670.415230254653
-507.54, -6.542202636285201E8, -2469.5531812128997
467.34, 5.0991545054331994E8, 2407.1404154898664
-396.98, -3.1312297886276007E8, -1916.616978231191
-236.18, -6.598406144996001E7, -1110.120956611409
859.3, 3.1710462872049994E9, 4364.964604924137
949.75, 4.281690297671875E9, 4821.991268400518
557.79, 8.671045294724948E8, 2862.354316822072
-517.59, -6.938476417785951E8, -2519.4352933356117
839.2, 2.95365484876E9, 4268.480254255335
-5.03, -719.0094350000002, 47.351843388222456
-226.13, -5.7918500445785E7, -1060.903949639236
-618.09, -1.1814267742568452E9, -3018.1487042147724
-839.2, -2.9564719093200006E9, -4125.480028003004
507.54, 6.531898422221202E8, 2606.5005798222783
-195.98, -3.771357763675999E7, -910.2461145037112
638.19, 1.2988181055290952E9, 3259.388685942987
-939.7, -4.1507139771450005E9, -4627.136127556438
