x1, Expected Value, Function Value

126.96, 9.703435430162635, 18.73465841415424
330.77, 11.608883915510756, 18.73465841415424
300.7, 11.41886629233003, 18.73465841415424
985.64, 13.788610462515466, 18.73465841415424
908.79, 13.62642760729762, 18.73465841415424
992.32, 13.802105735844924, 18.73465841415424
621.45, 12.86732660765559, 18.73465841415424
715.0, 13.147360333921291, 18.73465841415424
223.86, 10.830955972643228, 18.73465841415424
701.64, 13.109689339217724, 18.73465841415424
501.17, 12.437877415565277, 18.73465841415424
825.26, 13.43381898793418, 18.73465841415424
277.31, 11.25747120066658, 18.73465841415424
628.13, 12.888675825222276, 18.73465841415424
160.37, 10.167399729906522, 18.73465841415424
511.19, 12.477391299902504, 18.73465841415424
838.63, 13.4659226372175, 18.73465841415424
96.89, 9.167688798546678, 18.73465841415424
63.48, 8.332710196396745, 18.73465841415424
915.47, 13.641058667039587, 18.73465841415424
437.69, 12.167586026583795, 18.73465841415424
340.8, 11.66845154136298, 18.73465841415424
574.68, 12.711103901524336, 18.73465841415424
451.05, 12.22758558636675, 18.73465841415424
233.88, 10.9181494908523, 18.73465841415424
618.11, 12.856565925748285, 18.73465841415424
704.98, 13.119173816960163, 18.73465841415424
76.85, 8.709567796560014, 18.73465841415424
491.15, 12.397567096150441, 18.73465841415424
397.6, 11.975916815557389, 18.73465841415424
337.45, 11.648752741909233, 18.73465841415424
658.2, 12.982053957190525, 18.73465841415424
778.48, 13.317254061391868, 18.73465841415424
507.85, 12.464306555275881, 18.73465841415424
962.25, 13.740625967012534, 18.73465841415424
197.13, 10.577846761812335, 18.73465841415424
527.9, 12.541598756143868, 18.73465841415424
93.55, 9.098257590208933, 18.73465841415424
828.6, 13.441887313830636, 18.73465841415424
845.31, 13.481771445494196, 18.73465841415424
90.21, 9.026329080384134, 18.73465841415424
344.14, 11.687900263638866, 18.73465841415424
36.75, 7.261970951390067, 18.73465841415424
862.01, 13.520852557003618, 18.73465841415424
567.99, 12.687725718558903, 18.73465841415424
988.98, 13.79536948180874, 18.73465841415424
467.76, 12.300181820780804, 18.73465841415424
708.32, 13.128613529248558, 18.73465841415424
407.62, 12.025571257623332, 18.73465841415424
16.71, 5.748258903589485, 18.73465841415424
544.61, 12.603808869614072, 18.73465841415424
564.65, 12.675951024744952, 18.73465841415424
634.82, 12.909831008829599, 18.73465841415424
387.57, 11.924946667514767, 18.73465841415424
193.79, 10.54384411037701, 18.73465841415424
217.17, 10.770549150807867, 18.73465841415424
654.86, 12.971894703067598, 18.73465841415424
190.44, 10.509148887200237, 18.73465841415424
741.73, 13.220665174039121, 18.73465841415424
441.03, 12.182755506155154, 18.73465841415424
855.33, 13.505311631737994, 18.73465841415424
694.96, 13.09058437483703, 18.73465841415424
457.74, 12.25696720153214, 18.73465841415424
851.99, 13.49749564818707, 18.73465841415424
651.52, 12.961683580136203, 18.73465841415424
287.34, 11.328280678767515, 18.73465841415424
364.18, 11.800780765417175, 18.73465841415424
66.82, 8.433714273394985, 18.73465841415424
775.14, 13.308665832563996, 18.73465841415424
400.94, 11.992605647496463, 18.73465841415424
43.43, 7.5878298338956345, 18.73465841415424
257.27, 11.108011098675945, 18.73465841415424
354.16, 11.745136784328253, 18.73465841415424
50.12, 7.868351620138559, 18.73465841415424
748.41, 13.238572460558194, 18.73465841415424
73.51, 8.621866689131272, 18.73465841415424
167.06, 10.248642117000145, 18.73465841415424
875.38, 13.551599573662134, 18.73465841415424
10.02, 4.799423607449537, 18.73465841415424
768.46, 13.291377940242931, 18.73465841415424
902.11, 13.611688724332653, 18.73465841415424
674.91, 13.032119862169786, 18.73465841415424
310.73, 11.48427485706533, 18.73465841415424
591.38, 12.768296641702827, 18.73465841415424
551.29, 12.628146541282936, 18.73465841415424
390.91, 11.942064443186975, 18.73465841415424
878.72, 13.559207350046991, 18.73465841415424
751.76, 13.247492903793304, 18.73465841415424
821.92, 13.42571798121206, 18.73465841415424
581.36, 12.73417762641025, 18.73465841415424
982.29, 13.781808183796263, 18.73465841415424
237.22, 10.94638923290551, 18.73465841415424
504.51, 12.451135641317054, 18.73465841415424
410.96, 12.041852514515202, 18.73465841415424
958.91, 13.733679060134152, 18.73465841415424
942.2, 13.698556698446323, 18.73465841415424
253.93, 11.081977995339583, 18.73465841415424
841.97, 13.473862740360008, 18.73465841415424
795.19, 13.359675701657933, 18.73465841415424
273.97, 11.23332400161327, 18.73465841415424
3.34, 2.935748696224627, 18.73465841415424
284.0, 11.304978360537302, 18.73465841415424
370.87, 11.837088661662706, 18.73465841415424
524.56, 12.528928721547242, 18.73465841415424
731.71, 13.193499978446917, 18.73465841415424
955.57, 13.72670793936794, 18.73465841415424
327.43, 11.588647450831353, 18.73465841415424
601.4, 12.801843352971368, 18.73465841415424
203.81, 10.644165440196597, 18.73465841415424
922.15, 13.655583469683505, 18.73465841415424
938.86, 13.691461856003489, 18.73465841415424
173.74, 10.326598309739897, 18.73465841415424
644.84, 12.94110359017352, 18.73465841415424
808.56, 13.39298178039601, 18.73465841415424
721.69, 13.16596072238613, 18.73465841415424
20.05, 6.093801120256781, 18.73465841415424
815.24, 13.4094168587341, 18.73465841415424
210.49, 10.708355432089316, 18.73465841415424
995.66, 13.80881937746208, 18.73465841415424
711.66, 13.138008896672353, 18.73465841415424
872.04, 13.543962747609669, 18.73465841415424
417.64, 12.074022724127905, 18.73465841415424
684.93, 13.061551163406081, 18.73465841415424
414.3, 12.058002301273415, 18.73465841415424
447.71, 12.21275359867869, 18.73465841415424
805.21, 13.38468850895229, 18.73465841415424
103.58, 9.299904657519969, 18.73465841415424
46.78, 7.733214283795327, 18.73465841415424
130.3, 9.754969562617502, 18.73465841415424
484.46, 12.370193790095607, 18.73465841415424
811.9, 13.401216201505052, 18.73465841415424
868.7, 13.536296649191438, 18.73465841415424
267.29, 11.1841369700524, 18.73465841415424
23.39, 6.388346424455658, 18.73465841415424
494.49, 12.411094343863356, 18.73465841415424
150.35, 10.039190070935454, 18.73465841415424
831.94, 13.449923221522237, 18.73465841415424
461.08, 12.271476072528813, 18.73465841415424
243.9, 11.001699927916244, 18.73465841415424
541.26, 12.591491182430262, 18.73465841415424
133.65, 9.805357638515217, 18.73465841415424
33.41, 7.076694439618778, 18.73465841415424
30.07, 6.872485446809912, 18.73465841415424
70.16, 8.52986172559527, 18.73465841415424
561.31, 12.66410659848207, 18.73465841415424
735.05, 13.202596102408044, 18.73465841415424
798.53, 13.36804811004436, 18.73465841415424
761.78, 13.273939308380172, 18.73465841415424
183.76, 10.438115371124809, 18.73465841415424
945.54, 13.70562646143569, 18.73465841415424
444.37, 12.197810794736911, 18.73465841415424
481.12, 12.356386091440285, 18.73465841415424
13.36, 5.328893127240156, 18.73465841415424
116.94, 9.540352041144716, 18.73465841415424
765.12, 13.282677630868921, 18.73465841415424
521.22, 12.516177910067455, 18.73465841415424
247.24, 11.02879204028025, 18.73465841415424
537.92, 12.579134273775294, 18.73465841415424
260.61, 11.133709690304263, 18.73465841415424
925.49, 13.662806504718034, 18.73465841415424
668.23, 13.01225559551038, 18.73465841415424
781.83, 13.32583111750566, 18.73465841415424
290.68, 11.351314621860706, 18.73465841415424
367.53, 11.819044238883745, 18.73465841415424
611.43, 12.834869300346973, 18.73465841415424
584.7, 12.745615426191474, 18.73465841415424
6.68, 4.077239094319162, 18.73465841415424
297.36, 11.396601622173925, 18.73465841415424
882.06, 13.566786296930655, 18.73465841415424
725.03, 13.175182672570205, 18.73465841415424
420.98, 12.089915839095964, 18.73465841415424
404.28, 12.00915637250673, 18.73465841415424
571.33, 12.699431496201166, 18.73465841415424
895.42, 13.59681810629194, 18.73465841415424
170.4, 10.288000012327359, 18.73465841415424
83.53, 8.874213001881673, 18.73465841415424
350.82, 11.726239362341518, 18.73465841415424
932.18, 13.677196216569047, 18.73465841415424
968.93, 13.75444780788992, 18.73465841415424
608.09, 12.82393208008452, 18.73465841415424
280.66, 11.281401339539809, 18.73465841415424
317.41, 11.526679721024427, 18.73465841415424
320.75, 11.547549692952472, 18.73465841415424
554.63, 12.64020521020564, 18.73465841415424
557.97, 12.652191608903982, 18.73465841415424
801.87, 13.376385615878144, 18.73465841415424
213.83, 10.739694035373917, 18.73465841415424
106.92, 9.362780423799, 18.73465841415424
307.38, 11.462665577486414, 18.73465841415424
477.78, 12.342482403433959, 18.73465841415424
614.77, 12.845747034375472, 18.73465841415424
588.04, 12.756988186120923, 18.73465841415424
454.39, 12.242308389341865, 18.73465841415424
905.45, 13.619071742951354, 18.73465841415424
86.87, 8.951716899015503, 18.73465841415424
691.62, 13.080963016495808, 18.73465841415424
771.8, 13.300040565796616, 18.73465841415424
334.11, 11.628917672272527, 18.73465841415424
818.58, 13.417584027839236, 18.73465841415424
140.33, 9.902195162760119, 18.73465841415424
728.37, 13.184362295666181, 18.73465841415424
661.55, 12.99219205342129, 18.73465841415424
227.2, 10.86044487485595, 18.73465841415424
678.25, 13.041978496612915, 18.73465841415424
758.44, 13.265162639147086, 18.73465841415424
534.58, 12.566700543640673, 18.73465841415424
604.75, 12.81293471939327, 18.73465841415424
848.65, 13.48964899996023, 18.73465841415424
898.77, 13.60427835021774, 18.73465841415424
514.54, 12.490429790030184, 18.73465841415424
999.0, 13.815510557964274, 18.73465841415424
972.27, 13.761323071968041, 18.73465841415424
892.08, 13.589352325060473, 18.73465841415424
324.09, 11.568204134141086, 18.73465841415424
270.63, 11.208881692276842, 18.73465841415424
791.85, 13.351268097271154, 18.73465841415424
638.16, 12.920309628542375, 18.73465841415424
671.57, 13.022212390556836, 18.73465841415424
928.84, 13.670025056670905, 18.73465841415424
755.1, 13.256347285128449, 18.73465841415424
788.51, 13.342824999719879, 18.73465841415424
952.22, 13.719691453919975, 18.73465841415424
314.07, 11.505589672720308, 18.73465841415424
200.47, 10.611280973855637, 18.73465841415424
464.42, 12.28588044746167, 18.73465841415424
578.02, 12.722674038581516, 18.73465841415424
360.84, 11.782404250339175, 18.73465841415424
531.24, 12.554189030867263, 18.73465841415424
53.46, 7.994932974491227, 18.73465841415424
948.88, 13.712671321653204, 18.73465841415424
123.62, 9.650538214232151, 18.73465841415424
497.83, 12.424530712687428, 18.73465841415424
157.03, 10.125569776842024, 18.73465841415424
424.32, 12.105683653565771, 18.73465841415424
978.95, 13.775003099909739, 18.73465841415424
120.28, 9.596203843788123, 18.73465841415424
918.81, 13.648334253950809, 18.73465841415424
380.89, 11.890265218046986, 18.73465841415424
394.25, 11.959036952179163, 18.73465841415424
471.1, 12.314381655104482, 18.73465841415424
688.27, 13.07126613306087, 18.73465841415424
598.06, 12.790723520087967, 18.73465841415424
431.01, 12.136897472248688, 18.73465841415424
698.3, 13.100159669419643, 18.73465841415424
718.34, 13.156668249895235, 18.73465841415424
347.48, 11.707161679489191, 18.73465841415424
377.55, 11.87269632909863, 18.73465841415424
681.59, 13.051788772994291, 18.73465841415424
547.95, 12.616014725361483, 18.73465841415424
100.23, 9.234790311221321, 18.73465841415424
624.79, 12.878029703121854, 18.73465841415424
26.73, 6.645029719255374, 18.73465841415424
631.47, 12.899265577293518, 18.73465841415424
648.18, 12.951420056037255, 18.73465841415424
738.39, 13.211651043863535, 18.73465841415424
110.26, 9.423739609294294, 18.73465841415424
487.81, 12.383947731826515, 18.73465841415424
474.44, 12.328481382116811, 18.73465841415424
858.67, 13.513097189355213, 18.73465841415424
664.89, 13.002248983467911, 18.73465841415424
975.61, 13.76817478236387, 18.73465841415424
888.74, 13.581858570430065, 18.73465841415424
912.13, 13.633756516383093, 18.73465841415424
113.6, 9.482895608561279, 18.73465841415424
641.5, 12.93073363353875, 18.73465841415424
177.08, 10.36446577505447, 18.73465841415424
60.14, 8.226332632925377, 18.73465841415424
163.72, 10.208494125439069, 18.73465841415424
263.95, 11.159082257877541, 18.73465841415424
40.09, 7.431529565790637, 18.73465841415424
250.59, 11.055601556816852, 18.73465841415424
885.4, 13.57433663198604, 18.73465841415424
147.01, 9.994559678098195, 18.73465841415424
220.52, 10.801025757725412, 18.73465841415424
80.19, 8.79358417374871, 18.73465841415424
180.42, 10.401629570373595, 18.73465841415424
594.72, 12.779541516035334, 18.73465841415424
143.67, 9.948910573282998, 18.73465841415424
835.28, 13.457926970476855, 18.73465841415424
434.35, 12.152300610549249, 18.73465841415424
745.07, 13.229638859163616, 18.73465841415424
935.52, 13.684341755538584, 18.73465841415424
357.5, 11.76385732007935, 18.73465841415424
56.8, 8.113977551356664, 18.73465841415424
240.56, 10.9742357788794, 18.73465841415424
384.23, 11.907681117022584, 18.73465841415424
865.35, 13.528577967913712, 18.73465841415424
136.99, 9.854362437526927, 18.73465841415424
0.0, 0.0, 18.73465841415424
187.1, 10.47394747261397, 18.73465841415424
207.15, 10.676517947281969, 18.73465841415424
965.59, 13.747548827632793, 18.73465841415424
517.88, 12.503345285118016, 18.73465841415424
294.02, 11.374086301303805, 18.73465841415424
785.17, 13.334346108060515, 18.73465841415424
153.69, 10.082846228497147, 18.73465841415424
304.04, 11.440885831098617, 18.73465841415424
427.67, 12.121374784297977, 18.73465841415424
374.21, 11.85497173845785, 18.73465841415424
230.54, 10.889505289555165, 18.73465841415424
