x1, Expected Value, Function Value

57.58, 948044.7247599999, 948785.7279083981
98.99, 4830706.9282949995, 4829019.526481048
29.29, 123995.11724499997, 123971.63489136146
79.8, 2528334.28, 2528670.5002027256
12.12, 8627.371839999998, 8358.596369033758
22.22, 53915.428439999996, 53727.068498003195
51.52, 678579.2982400003, 679211.0113459661
80.81, 2625714.8950050003, 2625990.7006373554
33.33, 182990.84738499994, 183085.19081163226
18.18, 29420.092360000002, 29172.940737227138
24.24, 70094.96991999999, 69946.74093842637
84.85, 3040235.925624999, 3040223.8718366
87.88, 3378240.6505599995, 3377961.1837923215
93.94, 4127588.0477199997, 4126628.713199762
67.68, 1541093.9593600007, 1541842.2565967178
17.17, 24754.236265000007, 24497.486192312357
58.59, 998928.4676950001, 999681.1636077935
48.48, 565143.0601599998, 565699.5390015777
1.01, -10.858694999999999, -41.562043547117376
90.91, 3740413.176654999, 3739818.9162489926
100.0, 4980283.0, 4978431.076556191
41.41, 351724.5299049999, 352073.38786358037
59.6, 1051601.16, 1052363.3987776164
27.27, 99974.577115, 99897.54696012448
77.78, 2340856.25796, 2341300.1987660523
50.51, 639352.7480549999, 639960.726317045
38.38, 279825.4735600001, 280078.35774386005
8.08, 2514.23776, 2285.4462177964338
21.21, 46854.989605, 46649.086861871045
63.64, 1280799.60352, 1281576.366748704
60.61, 1106093.710705, 1106863.235047243
97.98, 4684156.167160001, 4682626.841051373
28.28, 111554.16096000001, 111503.36811448155
30.3, 137328.355, 137333.14892014046
26.26, 89225.45668000002, 89123.36979891399
11.11, 6626.118954999999, 6362.883578251915
70.71, 1757911.4163549992, 1758606.0166953877
23.23, 61651.785535, 61482.685980395494
89.9, 3616952.1750000007, 3616468.2893254817
75.76, 2162883.1196800005, 2163418.019043656
4.04, 292.17312000000004, 154.90443562756838
6.06, 1040.4578799999997, 850.5558411542517
47.47, 530463.311815, 530992.4958086603
20.2, 40439.55999999999, 40217.939442619274
78.79, 2433391.703995001, 2433783.9334554165
32.32, 166795.31104, 166859.12525089984
82.83, 2827913.8781350004, 2828055.2090860805
3.03, 112.81883499999995, 7.2890271419609425
74.75, 2077383.609375, 2077957.9707518714
55.56, 851520.4508800001, 852232.0484033879
44.44, 434992.29471999995, 435434.2192229881
85.86, 3150270.3710800004, 3150174.265148473
19.19, 34638.23059500001, 34402.82461086624
43.43, 405921.668235, 406333.0725831504
61.62, 1162437.0288399998, 1163211.4740460492
14.14, 13761.270520000002, 13489.682235866665
35.35, 218460.581875, 218617.4848706825
37.37, 258241.2589649999, 258462.0070423526
92.93, 3995700.203985001, 3994868.326556758
34.34, 200202.30132000006, 200327.71014176795
0.0, -17.0, -4.33263254573164
42.42, 378176.04964000004, 378556.39600647293
10.1, 4960.784999999999, 4705.988709583331
45.45, 465418.838125, 465890.6375553593
7.07, 1671.206415, 1460.1953321894662
71.72, 1834462.40544, 1835132.3726016632
88.89, 3496238.3026449997, 3495859.3123830496
15.15, 16955.734375000004, 16686.65857105282
94.95, 4262346.656875, 4261253.956341351
16.16, 20609.75328, 20345.65934672434
91.92, 3866652.2166399998, 3865941.994782961
53.54, 761781.06612, 762455.947227579
46.46, 497232.20748000004, 497733.1292096248
5.05, 591.0831249999999, 425.72610069801345
83.84, 2932794.0643200004, 2932861.1203589295
40.4, 326536.19999999995, 326853.24652509805
86.87, 3262928.3097150004, 3262743.1019239216
73.74, 1994167.5929199995, 1994777.5480005278
13.13, 10995.452685000002, 10723.928711700702
68.69, 1611258.1023449998, 1611991.760322239
64.65, 1342880.6781250003, 1343654.6237113045
9.09, 3600.4609450000003, 3357.110132971444
95.96, 4400006.940479999, 4398774.857610897
81.82, 2725564.4580399995, 2725775.336388681
2.02, 22.111240000000002, -47.92302206571013
31.31, 151584.78325499996, 151618.7118301945
76.77, 2250697.0328649995, 2251188.4945052573
49.49, 601302.3615450001, 601885.0603978395
65.66, 1406936.1562799995, 1407704.4899205877
52.53, 719378.434585, 720032.4844396858
54.55, 805818.1018749998, 806512.2013390211
36.36, 237796.59808, 237985.31662775218
72.73, 1913204.1612850002, 1913845.9491602518
66.67, 1472996.947015, 1473756.7670059316
25.25, 79275.890625, 79150.03500147352
39.39, 302580.150895, 302865.17036164977
69.7, 1683520.2850000004, 1684236.079812049
96.97, 4540599.807565, 4539222.218637779
56.57, 898919.022165, 899646.2900500551
62.63, 1220662.0234349999, 1221438.917403411
