x1, x2, Expected Value, Function Value

-3.33, 4.55, 5.77, -3.33
8.99, -2.12, 4.75, 8.99
7.37, -0.71, 5.95, 7.37
3.74, -3.54, -3.34, 3.74
-3.94, 0.71, -2.52, -3.94
2.53, 6.97, 16.47, 2.53
-6.16, -1.31, -8.780000000000001, -6.16
-3.13, -6.77, -16.669999999999998, -3.13
0.3, -9.39, -18.48, 0.3
3.13, 4.34, 11.809999999999999, 3.13
-0.1, 7.37, 14.64, -0.1
5.35, -8.38, -11.410000000000002, 5.35
5.15, 1.11, 7.370000000000001, 5.15
-7.78, -3.33, -14.440000000000001, -7.78
-4.55, -4.75, -14.05, -4.55
-6.36, -3.74, -13.84, -6.36
4.34, -6.36, -8.38, 4.34
-0.51, 6.57, 12.63, -0.51
10.0, -2.73, 4.54, 10.0
1.31, -2.93, -4.550000000000001, 1.31
-7.98, -8.99, -25.96, -7.98
3.33, -5.96, -8.59, 3.33
-0.91, -0.91, -2.73, -0.91
-5.76, 5.96, 6.16, -5.76
-1.31, -5.56, -12.43, -1.31
-6.97, 8.99, 11.010000000000002, -6.97
-2.93, 3.13, 3.3299999999999996, -2.93
8.79, -10.0, -11.21, 8.79
-1.11, 1.92, 2.7299999999999995, -1.11
6.97, 0.91, 8.79, 6.97
-2.32, -0.3, -2.92, -2.32
4.55, -3.13, -1.71, 4.55
-2.12, 6.36, 10.600000000000001, -2.12
3.54, -7.98, -12.420000000000002, 3.54
-5.56, 0.3, -4.96, -5.56
0.1, 1.31, 2.72, 0.1
1.11, 5.15, 11.41, 1.11
-0.3, 0.51, 0.72, -0.3
-9.19, -1.92, -13.03, -9.19
-3.74, 5.76, 7.779999999999999, -3.74
2.12, 2.32, 6.76, 2.12
-7.17, 0.1, -6.97, -7.17
-9.39, 4.14, -1.1100000000000012, -9.39
9.8, 6.77, 23.34, 9.8
8.38, 2.93, 14.240000000000002, 8.38
9.6, -2.53, 4.54, 9.6
-8.38, -1.52, -11.420000000000002, -8.38
4.14, 9.6, 23.34, 4.14
-4.75, -4.55, -13.85, -4.75
-3.54, 9.8, 16.060000000000002, -3.54
5.96, 2.73, 11.42, 5.96
7.17, 5.35, 17.869999999999997, 7.17
5.76, -7.17, -8.58, 5.76
2.73, -8.59, -14.45, 2.73
0.51, -9.6, -18.689999999999998, 0.51
6.77, 2.53, 11.829999999999998, 6.77
9.39, -9.19, -8.989999999999998, 9.39
-8.79, 1.72, -5.35, -8.79
-5.35, 6.16, 6.970000000000001, -5.35
1.72, 5.56, 12.84, 1.72
-9.8, -8.79, -27.38, -9.8
2.93, 2.12, 7.17, 2.93
-0.71, -7.78, -16.27, -0.71
1.92, 3.54, 9.0, 1.92
-5.15, 7.98, 10.81, -5.15
-1.92, -1.11, -4.140000000000001, -1.92
-2.53, -4.34, -11.209999999999999, -2.53
-6.77, 8.79, 10.809999999999999, -6.77
-6.57, 9.19, 11.809999999999999, -6.57
0.71, 3.94, 8.59, 0.71
7.98, 7.78, 23.54, 7.98
4.75, -1.72, 1.31, 4.75
-7.37, -2.32, -12.01, -7.37
2.32, -0.51, 1.2999999999999998, 2.32
-4.95, 4.95, 4.95, -4.95
-1.72, 3.33, 4.94, -1.72
8.59, -7.58, -6.57, 8.59
6.16, -6.16, -6.16, 6.16
-10.0, -4.95, -19.9, -10.0
-4.34, -9.8, -23.94, -4.34
5.56, -6.57, -7.580000000000001, 5.56
-1.52, 8.18, 14.84, -1.52
7.78, 7.58, 22.94, 7.78
-2.73, -5.35, -13.43, -2.73
4.95, -3.94, -2.9299999999999997, 4.95
-7.58, -4.14, -15.86, -7.58
7.58, -5.15, -2.7200000000000006, 7.58
6.36, 3.74, 13.84, 6.36
3.94, 8.59, 21.12, 3.94
6.57, -6.97, -7.369999999999999, 6.57
-5.96, -5.76, -17.48, -5.96
8.18, -0.1, 7.9799999999999995, 8.18
-8.59, 10.0, 11.41, -8.59
-8.99, -7.37, -23.73, -8.99
-4.14, 8.38, 12.620000000000001, -4.14
-9.6, 1.52, -6.56, -9.6
0.91, 9.39, 19.69, 0.91
-8.18, -8.18, -24.54, -8.18
1.52, 7.17, 15.86, 1.52
9.19, 4.75, 18.689999999999998, 9.19
